"ID","SexEstimate","BirthYear","MumID"
 1287, 1, 1997, 441
 1288, 0, 1998, 635
 1289,, 1997, 505
 1290, 1, 1997, 862
 1291, 0, 1997, 64
 1292, 1, 1997, 1206
 1293, 1, 1998, 522
 1294, 0, 1998, 1173
 1295, 1, 1998,
 1296, 1, 1997, 670
 1297, 0, 1998,
 1298, 0, 1998,
 1299, 0, 1997,
 1300, 0, 1997, 1299
 1301, 1, 1997,
 1302, 1, 1997, 530
 1303, 1, 1997,
 1304, 0, 1997,
 1305, 0, 1997, 1177
 1306, 1, 1997, 561
 1307, 0, 1998,
 1308, 1, 1998,
 1309, 0, 1998,
 1310, 1, 1998,
 1311, 1, 1998,
 1312, 1, 1998,
 1313, 0, 1998,
 1314, 1, 1998,
 1315, 0, 1999,
 1316, 1, 1998,
 1317, 0, 1998,
 1318, 0, 1998,
 1319, 0, 1998,
 1320, 1, 1998,
 1321, 0, 1998,
 1322, 0, 1998,
 1323, 1, 1998,
 1324, 1, 1998,
 1325, 0, 1998,
 1326, 0, 1998,
 1327, 1, 1998,
 1328,, 1998,
 1329, 0, 1998,
 1330, 0, 1998,
 1331, 1, 1998,
 1332, 1, 1998,
 1333, 0, 1998,
 1334, 1, 1998,
 1335, 1, 1998,
 1336, 1, 1998,
 1337, 1, 1998,
 1338, 1, 1999,
 1339, 0, 1998,
 1340, 1, 1999,
 1341, 0, 1999,
 1342,, 1999,
 1343, 1, 1999,
 1344, 0, 1999,
 1345, 0, 1997,
 1346, 0, 1997, 1019
 1347, 0, 1997,
 1348, 1, 1998, 458
 1349, 1, 1998, 596
 1350, 1, 1998,
 1351, 1, 1998,
 1352, 0, 1998,
 1353, 1, 1998,
 1354, 1, 1997,
 1355, 0, 1997,
 1356, 1, 1997,
 1357, 1, 1997,
 1358, 1, 1997,
 1359, 1, 1998, 444
 1360, 1, 1997,
 1361, 0, 1998, 628
 1362, 0, 1998, 199
 1363, 1, 1998, 1049
 1364, 0, 1998, 1173
 1365, 0, 1998, 869
 1366, 0, 1998, 1019
 1367, 1, 1998, 912
 1368, 1, 1997,
 1369, 0, 1997,
 1370, 1, 1997,
 1371, 0, 1997,
 1372, 0, 1998,
 1373, 0, 1998,
 1374,, 1998,
 1375, 1, 1997,
 1376, 1, 1998,
 1377, 0, 1998,
 1378, 1, 1998,
 1379, 1, 1997,
 1380, 0, 1997,
 1381, 1, 1997,
 1382, 0, 1997,
 1383, 0, 1997,
 1384, 0, 1998, 1246
 1385, 0, 1998, 604
 1386, 0, 1997,
 1387, 0, 1998, 308
 1388, 0, 1998, 511
 1389, 0, 1998, 457
 1390, 0, 1998, 457
 1391, 1, 1997,
 1392, 0, 1997,
 1393, 0, 1998, 1345
 1394, 1, 1998, 832
 1395, 1, 1997,
 1396, 1, 1998, 469
 1397, 0, 1998, 1347
 1398, 1, 1998, 845
 1399, 1, 1998, 845
 1400, 0, 1998, 638
 1401, 0, 1997,
 1402, 0, 1998, 1186
 1403, 0, 1997,
 1404, 0, 1997,
 1405, 1, 1998,
 1406, 0, 1998, 1403
 1407, 1, 1998, 1026
 1408, 0, 1998, 1017
 1409, 0, 1998, 840
 1410, 0, 1998,
 1411, 0, 1998, 169
 1412, 1, 1998,
 1413, 1, 1998, 927
 1414, 1, 1998,
 1415, 0, 1998, 441
 1416, 1, 1998,
 1417, 0, 1998, 825
 1418, 0, 1999, 912
 1419, 0, 1999, 912
 1420, 1, 1999,
 1421, 0, 1999, 1345
 1422, 0, 1999, 1049
 1423, 0, 1999, 447
 1424, 1, 1999, 774
 1425, 1, 1999, 1403
 1426, 1, 1999, 522
 1427, 1, 1999, 862
 1428, 0, 1999, 524
 1429, 0, 1999, 915
 1430, 1, 1998,
 1431, 0, 1999, 561
 1432, 0, 1998,
 1433, 1, 1999, 927
 1434, 0, 1999, 1410
 1435, 1, 1999, 853
 1436, 0, 1999, 524
 1437, 0, 1998,
 1438, 0, 1999, 1155
 1439, 0, 1999,
 1440, 1, 1999, 1177
 1441, 1, 1999, 915
 1443, 0, 1999,
 1444, 1, 1999,
 1445, 0, 1999,
 1446, 1, 1999,
 1447, 1, 1999,
 1448, 0, 1999,
 1449, 0, 1999,
 1450, 1, 1999,
 1451, 0, 1999,
 1452, 1, 1999,
 1453, 0, 1999,
 1454, 0, 1999,
 1455, 0, 1999,
 1456, 0, 1999,
 1457, 0, 1999,
 1458, 0, 1999,
 1459, 0, 1999,
 1460, 0, 1999,
 1461, 1, 1999,
 1462, 0, 1999,
 1463, 0, 1999,
 1464, 0, 1999,
 1465, 0, 1999,
 1466, 0, 1999,
 1467, 0, 1999,
 1468, 0, 1999,
 1469, 1, 1999,
 1470, 1, 1999,
 1471, 0, 1999,
 1472, 1, 1999,
 1473, 1, 1999,
 1474, 0, 1999,
 1475, 1, 1999,
 1476, 0, 1999,
 1477, 1, 1999,
 1478, 1, 1999,
 1479, 1, 1999,
 1480, 1, 1999,
 1481, 0, 1999,
 1482, 0, 1999,
 1483, 1, 1999,
 1484, 1, 1999,
 1485, 1, 1998,
 1486, 1, 1999, 601
 1487, 0, 1999, 914
 1488, 1, 1999, 628
 1489, 1, 1999, 1042
 1490, 0, 1999, 1227
 1491, 0, 1999, 169
 1492, 1, 1999,
 1493, 1, 1999, 835
 1494, 1, 1999, 845
 1495, 1, 1999, 1200
 1496, 1, 1999, 1160
 1497, 1, 1999, 1304
 1498, 1, 1999, 666
 1499, 1, 1999, 670
 1500, 1, 1999,
 1501, 0, 1999,
 1502, 0, 1999, 1517
 1503, 0, 1999,
 1504, 1, 1999, 454
 1505, 1, 1999, 1346
 1506, 0, 1999, 1200
 1507, 0, 1999, 1271
 1508, 0, 1999, 168
 1509, 1, 1999, 925
 1510, 0, 1999, 1247
 1511, 0, 1999, 840
 1512, 1, 1999, 951
 1513, 0, 1999, 1244
 1514, 1, 1999, 1059
 1515, 1, 1999, 444
 1516, 0, 1999, 1437
 1517, 0, 1998,
 1518, 0, 1999, 638
 1519, 1, 1999, 912
 1520, 1, 1999, 502
 1521, 1, 1999, 826
 1522, 1, 1999, 1409
 1523, 1, 1999, 949
 1524, 1, 1999, 677
 1525, 0, 1999, 504
 1526, 1, 1999, 504
 1527, 0, 1999, 1304
 1528, 0, 1999, 1403
 1529, 1, 1999, 1403
 1530, 0, 1999, 1410
 1531, 0, 1999, 949
 1532, 0, 1999, 596
 1533, 1, 1999, 677
 1534, 1, 1998,
 1535, 1, 1999, 168
 1536, 0, 1999, 1017
 1537, 0, 1999, 825
 1538, 0, 1999,
 1539, 1, 1999,
 1540, 1, 1999,
 1541, 0, 1999,
 1542, 1, 1999,
 1543, 1, 1999,
 1544, 0, 1999,
 1545, 1, 1999,
 1546, 1, 1999,
 1547, 0, 1999,
 1548, 0, 1999,
 1549, 1, 1999,
 1550, 0, 1999,
 1551, 1, 1999,
 1552, 0, 1999,
 1553, 1, 1999,
 1554, 1, 1999,
 1555, 0, 1999,
 1556, 1, 1999,
 1557, 1, 1999,
 1558, 0, 1999,
 1559, 0, 1999,
 1560, 0, 1999,
 1561, 0, 1999,
 1562, 0, 1999, 522
 1563, 0, 1999,
 1564, 1, 1999,
 1565, 1, 1999, 1160
 1566, 1, 1999,
 1567, 0, 1999,
 1568, 0, 1999,
 1569, 1, 1998,
 1570, 1, 1999,
 1571, 0, 2000,
 1572, 1, 2000,
 1573, 0, 2000,
 1574, 1, 2000,
 1575, 0, 2000,
 1576, 0, 2000,
 1577, 1, 2000,
 1578, 1, 2000,
 1579, 1, 2000,
 1580, 0, 2000,
 1581, 1, 2000,
 1582, 1, 2000,
 1583, 1, 2000,
 1584, 0, 1999,
 1585, 1, 2000,
 1586, 0, 2000,
 1587, 1, 1999,
 1588, 0, 2000,
 1589, 0, 2000,
 1590, 1, 2000,
 1591, 1, 2000,
 1592, 0, 2000,
 1593, 1, 2000,
 1594, 1, 2000,
 1595, 1, 2000,
 1596, 1, 2000,
 1597, 0, 2000,
 1598, 0, 2000,
 1599, 0, 2000,
 1600, 1, 2000, 524
 1601, 1, 2000, 925
 1602, 1, 2000, 912
 1603, 0, 2000,
 1604, 1, 2000,
 1605, 0, 2000,
 1606, 1, 2000,
 1607, 1, 2001,
 1608, 1, 2000,
 1609, 1, 2001,
 1610, 1, 2000,
 1611, 1, 2000,
 1612, 0, 2000,
 1613, 0, 2001,
 1614, 0, 2001, 6875
 1615, 1, 2000,
 1616, 1, 2000,
 1617, 0, 2000,
 1618, 1, 2001,
 1619, 0, 2001,
 1620, 1, 2001,
 1621, 0, 2001,
 1622, 1, 2001,
 1623, 1, 2001,
 1624, 0, 2001,
 1625, 1, 2001,
 1626, 0, 2001,
 1627, 0, 2001,
 1628, 1, 2001,
 1629, 1, 2001,
 1630, 0, 2001,
 1631, 1, 2001,
 1632, 0, 2002,
 1633, 1, 2001,
 1634, 0, 2001,
 1635, 1, 2001,
 1636, 0, 2001,
 1637, 1, 2001,
 1638, 0, 2001,
 1639, 1, 2001,
 1640, 1, 2001,
 1641, 0, 2002,
 1642, 0, 2001,
 1643, 1, 2001,
 1644, 1, 2001,
 1645, 1, 2001,
 1646, 0, 2002,
 1647, 0, 2002,
 1648, 1, 2002,
 1649, 1, 2001,
 1650, 1, 2001,
 1651, 0, 2001,
 1652, 1, 2001,
 1653, 0, 2001,
 1654, 1, 2001,
 1655, 0, 2001,
 1656, 1, 2001,
 1657, 0, 2001,
 1658, 1, 2001,
 1659, 0, 2001,
 1660, 0, 2002,
 1661, 1, 2002,
 1662, 0, 2002,
 1663, 1, 2001,
 1664, 0, 2001,
 1665, 0, 2001,
 1666, 1, 2001,
 1667, 1, 2001,
 1668, 1, 2002,
 1669, 0, 2001,
 1670, 1, 2001,
 1671, 1, 2002,
 1672, 0, 2001,
 1673, 0, 2001,
 1674, 0, 2001,
 1675, 0, 2002,
 1676, 1, 2001,
 1677, 1, 2001,
 1678, 0, 2002, 1588
 1679, 1, 2002, 1588
 1680, 1, 2002, 845
 1681, 1, 2001,
 1682, 1, 2001,
 1683, 1, 2001,
 1684, 1, 2000,
 1685, 0, 2002,
 1686, 1, 1982, 2757
 1687, 0, 1982, 2862
 1689,, 1986,
 1695, 1, 2001,
 1696, 1, 2002, 1384
 1697, 0, 2002,
 1698, 1, 2001,
 1699, 1, 2002,
 1700, 0, 2001,
 1701, 0, 2001,
 1702, 1, 2002, 1771
 1703, 0, 2002, 1244
 1704, 0, 2002, 951
 1705, 0, 2002, 912
 1706, 1, 2001,
 1707, 0, 2001,
 1708, 1, 2001,
 1709, 1, 2001,
 1710, 1, 2002,
 1711, 1, 2001,
 1712, 0, 2001,
 1713, 1, 2002, 1672
 1714, 1, 2001,
 1715, 0, 2001,
 1716, 0, 2002, 1043
 1717, 0, 2001,
 1718, 1, 2001,
 1719, 1, 2001,
 1720, 1, 2001,
 1721, 1, 2001,
 1722, 1, 2001,
 1723, 1, 2002,
 1724, 1, 2001,
 1725, 0, 2002,
 1726, 1, 2002,
 1727, 1, 2002,
 1728, 1, 2002,
 1729, 1, 2001,
 1730, 1, 2002,
 1731, 1, 2002, 3188
 1732, 1, 2002, 2993
 1733, 0, 2002, 840
 1734, 1, 2002, 670
 1735, 0, 2001,
 1736, 0, 2002, 1218
 1737, 1, 2002, 774
 1738, 1, 2002, 862
 1739, 1, 2002, 932
 1740, 0, 2001,
 1741, 0, 2002, 1559
 1742, 1, 2002, 1510
 1743, 1, 2002, 1415
 1744, 1, 2001,
 1745, 1, 2002,
 1746, 0, 2002, 1369
 1747, 1, 2002, 826
 1748, 1, 2002, 1390
 1749, 1, 2002, 1674
 1750, 1, 2002, 1362
 1751, 1, 2001,
 1752, 1, 2002,
 1753, 0, 2002,
 1754, 1, 2001,
 1755, 1, 2002, 1247
 1756, 1, 2001,
 1757, 0, 2001,
 1758, 0, 2002, 1757
 1759, 1, 2001,
 1760, 0, 2001,
 1761, 1, 2002, 1589
 1762, 1, 2002,
 1763, 0, 2002,
 1764, 0, 2003,
 1765, 0, 2002,
 1766, 1, 2003,
 1767, 1, 2002,
 1768, 1, 2003,
 1769, 1, 2003,
 1770, 1, 2003,
 1771, 0, 2001,
 1772, 0, 2003,
 1773, 1, 2002,
 1774, 1, 2002,
 1775, 1, 2002,
 1776, 0, 2002,
 1777, 1, 2003,
 1778, 0, 2002,
 1779, 0, 2002,
 1780, 1, 2002,
 1781, 0, 2002,
 1782, 0, 2002,
 1783, 1, 2003,
 1784, 1, 2002,
 1785, 1, 2002,
 1786, 1, 2002,
 1787, 1, 2002,
 1788, 1, 2002,
 1789, 0, 2002,
 1790, 0, 2002,
 1791, 0, 2002,
 1792, 1, 2002,
 1793, 1, 2002,
 1794, 1, 2002,
 1795, 1, 2002,
 1796, 1, 2002,
 1797, 1, 2002,
 1798, 0, 2003, 1588
 1799, 1, 2002,
 1800, 0, 2002,
 1801, 1, 2002,
 1802, 1, 2002,
 1803, 0, 2002,
 1804, 1, 2003, 1532
 1805, 0, 2003, 1193
 1806, 1, 2003, 1597
 1807, 0, 2002,
 1808, 1, 2003, 1403
 1809, 1, 2003,
 1810, 0, 2003,
 1811, 1, 2002,
 1812, 0, 2002,
 1813, 0, 2003,
 1814, 0, 2003,
 1815, 1, 2002,
 1816, 1, 2002,
 1817, 1, 2002,
 1818, 0, 2002,
 1819, 1, 2003, 1355
 1820, 1, 2003, 1700
 1821, 0, 2002,
 1822, 1, 2002,
 1823, 1, 2002,
 1824, 0, 2003, 1419
 1825, 0, 2003, 1506
 1826, 0, 2003, 1536
 1827, 0, 2002,
 1828, 0, 2003, 1508
 1829, 1, 2003, 1190
 1830, 0, 2003, 1272
 1831, 1, 2003, 1757
 1832, 0, 2003, 3155
 1833, 0, 2003, 1559
 1834, 1, 2002,
 1835, 1, 2002,
 1836, 1, 2002,
 1837, 0, 2002,
 1838, 0, 2002,
 1839, 1, 2002,
 1840, 0, 2003,
 1841, 0, 2002,
 1842, 1, 2002,
 1843, 1, 2003, 1490
 1844, 1, 2003, 1415
 1845, 1, 2003, 1685
 1846, 1, 2003, 1244
 1847, 0, 2003, 1763
 1848, 1, 2003, 1059
 1849, 0, 2003, 601
 1850, 0, 2003, 601
 1851, 0, 2003,
 1852, 0, 2003, 1247
 1853, 0, 2003, 1771
 1854, 0, 2003, 1771
 1855, 0, 2003, 199
 1856, 1, 2003, 1753
 1857, 0, 2003, 1753
 1858, 1, 2003, 825
 1859, 0, 1988,
 1860,, 1989,
 1861, 1, 1994,
 1862, 1, 1990,
 1864, 0, 2003, 1503
 1865, 0, 2003, 458
 1866, 1, 2003, 1409
 1867, 1, 2003, 1674
 1868, 1, 2003, 1384
 1869, 1, 2003, 832
 1870, 0, 2003, 1892
 1871, 1, 2003,
 1872, 0, 2003, 1612
 1873, 0, 2003, 1550
 1874, 1, 2003, 1669
 1875, 0, 2003, 1024
 1876, 0, 2003, 1605
 1877, 1, 2003,
 1878, 1, 2001,
 1879, 0, 2003, 1501
 1881, 1, 2003, 1155
 1882, 1, 2003,
 1883, 1, 2003, 1275
 1884, 1, 2003, 1580
 1885, 0, 2003, 1024
 1886, 1, 2002,
 1887, 1, 2003, 1429
 1888, 0, 2003, 932
 1889, 0, 2003,
 1890, 1, 2003, 1735
 1891, 0, 2002,
 1892, 0, 2001,
 1893, 0, 2001,
 1894, 1, 2002,
 1895, 0, 2003, 912
 1896, 1, 2003, 1305
 1897, 1, 2003, 927
 1898, 0, 1981,
 1899, 1, 1981,
 1900, 1, 1981,
 1901, 0, 1981,
 1902, 0, 1981,
 1903, 1, 1981,
 1904, 1, 1981,
 1905, 0, 1981,
 1906, 1, 1981,
 1907, 0, 1981,
 1908,, 1982,
 1909, 1, 1981,
 1910,, 1981,
 1911, 1, 1981,
 1912, 0, 1981,
 1913, 1, 1981,
 1914, 0, 1981,
 1915, 0, 1981,
 1916, 1, 1981,
 1917, 0, 1981,
 1918, 1, 1981,
 1919, 0, 1981,
 1920, 1, 1981,
 1921, 0, 1981,
 1922, 1, 1981,
 1923, 0, 1981,
 1924, 1, 1981,
 1925, 0, 1981,
 1926, 1, 1981,
 1927, 0, 1981,
 1928,, 1981,
 1929, 1, 1981,
 1930, 0, 1981,
 1931, 1, 1981,
 1932, 1, 1981,
 1933, 0, 1981,
 1934,, 1981,
 1935,, 1981,
 1936,, 1982,
 1937, 1, 1981,
 1938, 0, 1981,
 1939, 1, 1981,
 1940, 0, 1981,
 1941, 1, 1981,
 1942,, 1981,
 1943, 1, 1981,
 1944, 0, 1981,
 1945,, 1981,
 1946, 1, 1981,
 1947, 0, 1981,
 1948, 1, 1981,
 1949, 0, 1981,
 1950,, 1981,
 1951, 1, 1981,
 1952, 0, 1981,
 1953, 1, 1981,
 1954, 0, 1981,
 1955,, 1981,
 1956, 0, 1981,
 1957,, 1981,
 1958, 1, 1981,
 1959, 0, 1981,
 1960, 1, 1981,
 1961, 0, 1981,
 1962, 1, 1981,
 1963, 0, 1981,
 1964,, 1981,
 1965, 1, 1981,
 1966, 0, 1981,
 1967, 0, 1981,
 1968, 1, 1981,
 1969, 1, 1981,
 1970, 0, 1981,
 1971, 1, 1981,
 1972, 0, 1981,
 1973, 1, 1981,
 1974, 0, 1981,
 1975, 1, 1981,
 1976, 0, 1981,
 1977, 1, 1981,
 1978, 0, 1981,
 1979, 1, 1981,
 1980, 0, 1981,
 1981, 1, 1981,
 1982, 0, 1981,
 1983, 1, 1981,
 1984, 0, 1981,
 1985, 1, 1981,
 1986, 0, 1981,
 1987, 1, 1981,
 1988, 0, 1981,
 1989,, 1981,
 1990, 1, 1981,
 1991, 0, 1981,
 1992, 0, 1981,
 1993, 1, 1981,
 1994, 1, 1981,
 1995, 0, 1981,
 1996, 1, 1981,
 1997, 0, 1981,
 1998,, 1982,
 1999, 1, 1981,
 2000, 0, 1981,
 2001,, 1981,
 2002, 1, 1981,
 2003,, 1981,
 2004, 1, 1981,
 2005, 1, 1982,
 2006,, 1982,
 2007,, 1983,
 2008, 0, 1982,
 2009,, 1983,
 2010, 1, 1982,
 2011, 1, 1982,
 2012,, 1983,
 2013,, 1983,
 2014, 0, 1982,
 2015, 1, 1982,
 2016,, 1982,
 2017,, 1982,
 2018, 0, 1982,
 2019, 1, 1982,
 2020, 0, 1982,
 2021,, 1982,
 2022,, 1983,
 2023,, 1982,
 2024,, 1983,
 2025,, 1983,
 2026, 0, 1982,
 2027,, 1982,
 2028,, 1983,
 2029,, 1982,
 2030, 1, 1982,
 2031, 0, 1982,
 2032,, 1983,
 2033,, 1983,
 2034,, 1982,
 2035, 1, 1982,
 2036, 0, 1982,
 2037, 0, 1983,
 2038,, 1982,
 2039,, 1982,
 2040, 0, 1982,
 2041,, 1983,
 2042,, 1983,
 2043, 1, 1982,
 2044, 1, 1982,
 2045, 1, 1982,
 2046, 1, 1982,
 2047, 0, 1982,
 2048, 0, 1982,
 2049,, 1983,
 2050,, 1983,
 2051,, 1983,
 2052,, 1982,
 2053,, 1982,
 2054, 1, 1982,
 2055, 0, 1982,
 2056,, 1983,
 2057, 1, 1982,
 2058, 0, 1982,
 2059,, 1983,
 2060,, 1983,
 2061,, 1983,
 2062, 1, 1982,
 2063, 0, 1982,
 2064, 1, 1982,
 2065, 0, 1982,
 2066,, 1983,
 2067, 0, 1983,
 2068,, 1983,
 2069, 1, 1983,
 2070, 0, 1983,
 2071, 1, 1983,
 2072,, 1983,
 2073, 1, 1983,
 2074, 0, 1983,
 2075,, 1983,
 2076, 0, 1983,
 2077, 1, 1983,
 2078, 1, 1983,
 2079, 0, 1983,
 2080,, 1983,
 2081, 1, 1983,
 2082, 0, 1983,
 2083,, 1983,
 2084, 0, 1983,
 2085,, 1983,
 2086,, 1983,
 2087, 1, 1983,
 2088, 0, 1983,
 2089, 0, 1983,
 2090,, 1983,
 2091,, 1983,
 2092,, 1984,
 2093,, 1983,
 2094,, 1983,
 2095,, 1983,
 2096, 0, 1983,
 2097,, 1983,
 2098,, 1984,
 2099, 1, 1983,
 2100, 0, 1983,
 2101, 0, 1983,
 2102,, 1983,
 2103, 0, 1983,
 2104,, 1983,
 2105, 1, 1983,
 2106, 0, 1983,
 2107, 1, 1983,
 2108, 0, 1983,
 2109,, 1983,
 2110,, 1983,
 2111, 0, 1983,
 2112, 0, 1983,
 2113, 0, 1983,
 2114, 0, 1984,
 2115, 0, 1985,
 2116, 1, 1984,
 2117, 0, 1984,
 2118, 1, 1984,
 2119, 0, 1984,
 2120, 1, 1984,
 2121, 1, 1984,
 2122, 1, 1984,
 2123,, 1984,
 2124,, 1985,
 2125, 1, 1984,
 2126, 0, 1984,
 2127,, 1984,
 2128, 1, 1984,
 2129, 0, 1984,
 2130,, 1984,
 2131, 1, 1984,
 2132,, 1984,
 2133,, 1984,
 2134,, 1984,
 2135,, 1984,
 2136,, 1984,
 2137, 1, 1984,
 2138, 0, 1984,
 2139,, 1984,
 2140,, 1984,
 2141, 1, 1984,
 2142, 1, 1984,
 2143, 0, 1984,
 2144, 1, 1984,
 2145,, 1985,
 2146,, 1984,
 2147, 0, 1984,
 2148,, 1985,
 2149,, 1985,
 2150, 1, 1984,
 2151, 1, 1984,
 2152, 0, 1984,
 2153, 0, 1984,
 2154, 1, 1984,
 2155, 1, 1984,
 2156, 1, 1984,
 2157, 1, 1984,
 2158, 1, 1984,
 2159, 0, 1984,
 2160, 1, 1984,
 2161, 0, 1984,
 2162, 1, 1984,
 2163, 0, 1984,
 2164, 1, 1984,
 2165, 0, 1984,
 2166,, 1984,
 2167,, 1984,
 2168, 1, 1984,
 2169, 0, 1984,
 2170,, 1984,
 2171,, 1984,
 2172,, 1984,
 2173,, 1984,
 2174,, 1984,
 2175,, 1985,
 2176,, 1984,
 2177, 1, 1984,
 2178, 0, 1984,
 2179, 1, 1984,
 2180, 0, 1984,
 2181, 1, 1984,
 2182, 0, 1984,
 2183,, 1984,
 2184,, 1984,
 2185, 1, 1984,
 2186, 0, 1984,
 2187,, 1984,
 2188,, 1984,
 2189,, 1984,
 2190,, 1984,
 2191, 1, 1984,
 2192, 0, 1984,
 2193, 1, 1984,
 2194, 0, 1984,
 2195, 1, 1984,
 2196, 0, 1984,
 2197,, 1984,
 2198, 1, 1984,
 2199, 0, 1984,
 2200,, 1984,
 2201, 1, 1984,
 2202, 0, 1984,
 2203, 1, 1984,
 2204, 0, 1984,
 2205, 1, 1984,
 2206, 0, 1984,
 2207, 0, 1984,
 2208, 1, 1984,
 2209, 0, 1984,
 2210, 1, 1984,
 2211,, 1985,
 2212,, 1986,
 2213,, 1986,
 2214, 0, 1985,
 2215,, 1985,
 2216,, 1986,
 2217,, 1985,
 2218,, 1986,
 2219,, 1985,
 2220,, 1985,
 2221, 0, 1985,
 2222, 0, 1986,
 2223, 0, 1985,
 2224,, 1986,
 2225,, 1986,
 2226, 0, 1985,
 2227, 0, 1985,
 2228,, 1985,
 2229, 0, 1986,
 2230,, 1985,
 2231,, 1986,
 2232,, 1985,
 2233,, 1985,
 2234,, 1986,
 2235, 0, 1985,
 2236,, 1986,
 2237,, 1985,
 2238, 1, 1985,
 2239, 0, 1985,
 2240, 0, 1985,
 2241, 1, 1985,
 2242,, 1986,
 2243, 0, 1985,
 2244,, 1986,
 2245, 0, 1985,
 2246,, 1986,
 2247,, 1986,
 2248,, 1986,
 2249, 0, 1985,
 2250,, 1986,
 2251,, 1986,
 2252,, 1985,
 2253,, 1986,
 2254, 1, 1985,
 2255,, 1986,
 2256,, 1986,
 2257, 0, 1985,
 2258, 0, 1985,
 2259,, 1986,
 2260,, 1986,
 2261,, 1986,
 2262,, 1985,
 2263,, 1986,
 2264,, 1986,
 2265,, 1986, 2096
 2266,, 1985,
 2267,, 1986,
 2268,, 1985,
 2269,, 1986,
 2270, 1, 1985,
 2271,, 1986,
 2272,, 1985,
 2273,, 1986,
 2274,, 1986,
 2275, 0, 1985,
 2276,, 1986,
 2277,, 1985,
 2278,, 1986,
 2279,, 1985,
 2280,, 1986,
 2281,, 1986,
 2282,, 1986,
 2283,, 1986,
 2284, 1, 1985,
 2285, 0, 1985,
 2286, 1, 1985,
 2287, 0, 1985,
 2288,, 1985,
 2289, 1, 1985,
 2290, 0, 1985,
 2291,, 1985,
 2292,, 1985,
 2293,, 1985,
 2294,, 1986,
 2295,, 1986,
 2296,, 1985,
 2297,, 1985,
 2298,, 1985,
 2299,, 1985,
 2300,, 1986,
 2301,, 1985,
 2302,, 1985,
 2303,, 1985,
 2304,, 1985,
 2305,, 1985,
 2306,, 1985,
 2307,, 1986,
 2308,, 1986,
 2309,, 1985,
 2310,, 1985,
 2311, 1, 1985,
 2312, 1, 1985,
 2313, 0, 1985,
 2314,, 1985,
 2315,, 1985,
 2316, 1, 1985,
 2317, 0, 1985,
 2318, 1, 1988,
 2319, 0, 1988,
 2320,, 1987,
 2321, 1, 1986,
 2322, 0, 1986,
 2323,, 1986,
 2324, 0, 1986,
 2325,, 1986,
 2326, 0, 1987,
 2327,, 1987,
 2328,, 1987,
 2329,, 1987,
 2330, 0, 1986,
 2331, 1, 1987,
 2332,, 1987,
 2333, 0, 1986,
 2334,, 1987,
 2335,, 1987,
 2336, 0, 1986,
 2337,, 1987,
 2338,, 1987,
 2339,, 1987,
 2340,, 1987,
 2341, 0, 1986,
 2342, 0, 1986,
 2343, 1, 1986,
 2344,, 1987,
 2345,, 1987,
 2346,, 1987,
 2347,, 1987,
 2348,, 1987,
 2349,, 1987,
 2350,, 1987,
 2351,, 1987,
 2352,, 1987, 799
 2353,, 1987, 799
 2354,, 1987,
 2355,, 1987, 794
 2356,, 1987,
 2357,, 1987,
 2358,, 1987,
 2359,, 1987,
 2360,, 1988,
 2361,, 1986,
 2362,, 1987, 1921
 2363,, 1987, 1921
 2364,, 1987,
 2365,, 1986,
 2366,, 1987,
 2367,, 1987, 2089
 2368,, 1987,
 2369,, 1987,
 2370,, 1987,
 2371,, 1987,
 2372,, 1987, 2163
 2373,, 1987,
 2374,, 1987,
 2375,, 1987,
 2376, 1, 1986,
 2377,, 1987,
 2378,, 1987,
 2379,, 1987,
 2380, 1, 1986,
 2381,, 1987,
 2382,, 1987,
 2383,, 1987,
 2384,, 1987,
 2385,, 1987,
 2386,, 1987,
 2387,, 1987,
 2388,, 1987,
 2389,, 1987,
 2390,, 1987,
 2391,, 1987,
 2392,, 1988,
 2393,, 1987,
 2394,, 1987,
 2395,, 1987,
 2396,, 1987, 2113
 2397,, 1987,
 2398,, 1987,
 2399,, 1987,
 2400,, 1987,
 2401,, 1987,
 2402,, 1987,
 2403,, 1987,
 2404,, 1987,
 2405,, 1987,
 2406,, 1987,
 2407,, 1987,
 2408, 1, 1986,
 2409, 0, 1986,
 2410,, 1987,
 2411,, 1987,
 2412,, 1987,
 2413,, 1987,
 2414,, 1987,
 2415,, 1987, 2058
 2416,, 1987,
 2417,, 1987,
 2418,, 1987,
 2419,, 1987,
 2420,, 1987,
 2421,, 1987,
 2422, 0, 1986,
 2423, 1, 1986,
 2424,, 1988,
 2425, 1, 1987,
 2426, 0, 1987,
 2427,, 1988,
 2428,, 1988,
 2429,, 1988,
 2430,, 1988,
 2431,, 1988,
 2432,, 1988,
 2433,, 1988,
 2434,, 1988,
 2435,, 1988,
 2436,, 1988,
 2437,, 1988,
 2438,, 1988,
 2439,, 1988,
 2440,, 1988,
 2441, 0, 1987,
 2442,, 1988,
 2443, 1, 1987,
 2444,, 1988,
 2445,, 1988, 1914
 2446,, 1988,
 2447, 0, 1988,
 2448,, 1988,
 2449,, 1988,
 2450,, 1988,
 2451,, 1988,
 2452,, 1988,
 2453,, 1988,
 2454,, 1988,
 2455,, 1988,
 2456,, 1988,
 2457, 1, 1987,
 2458,, 1988,
 2459, 1, 1988,
 2460,, 1988,
 2461,, 1988,
 2462,, 1988,
 2463,, 1988,
 2464,, 1988,
 2465,, 1988,
