"ID","SexEstimate","BirthYear","MumID"
 2466,, 1988,
 2467,, 1988,
 2468,, 1988,
 2469,, 1988,
 2470, 0, 1987,
 2471, 1, 1987,
 2472, 0, 1987,
 2473, 1, 1987,
 2474, 0, 1987,
 2475,, 1988,
 2476,, 1989,
 2477, 0, 1989,
 2478, 1, 1988,
 2479,, 1989,
 2480,, 1989,
 2481, 1, 1988,
 2482, 0, 1988,
 2483,, 1989,
 2484, 0, 1989,
 2485, 1, 1989,
 2486,, 1989,
 2487,, 1989,
 2488,, 1989,
 2489,, 1989,
 2490, 0, 1989,
 2491,, 1989,
 2492,, 1989,
 2493,, 1989, 1915
 2494,, 1989,
 2495, 1, 1988,
 2496, 0, 1989,
 2497, 0, 1989,
 2498,, 1989,
 2499,, 1989,
 2500,, 1989,
 2501, 1, 1988,
 2502, 0, 1988,
 2503, 1, 1989,
 2504,, 1989, 64
 2505,, 1989,
 2506, 0, 1989,
 2507, 1, 1988,
 2508, 0, 1988,
 2509,, 1989,
 2510,, 1989,
 2511,, 1989,
 2512,, 1989,
 2513,, 1989,
 2514, 1, 1988,
 2515, 0, 1988,
 2516,, 1989,
 2517,, 1989,
 2518,, 1989,
 2519,, 1989,
 2520,, 1989,
 2521, 1, 1989,
 2522, 1, 1988,
 2523, 1, 1988,
 2524, 0, 1988,
 2525,, 1989,
 2526,, 1989,
 2527, 0, 1989,
 2528,, 1989,
 2529, 0, 1989,
 2530, 0, 1990,
 2531, 1, 1989,
 2532,, 1989,
 2533,, 1990,
 2534, 0, 1989,
 2535,, 1990,
 2536,, 1990,
 2537, 1, 1989,
 2538, 1, 1989,
 2539, 0, 1989,
 2540,, 1990,
 2541, 1, 1989,
 2542,, 1990,
 2543,, 1989,
 2544, 1, 1989,
 2545,, 1990,
 2546, 1, 1989,
 2547, 0, 1989,
 2548, 0, 1989,
 2549, 0, 1989,
 2550, 1, 1989,
 2551, 1, 1989,
 2552,, 1990,
 2553,, 1990,
 2554,, 1989,
 2555,, 1989,
 2556,, 1990,
 2557, 0, 1989,
 2558,, 1989,
 2559,, 1990,
 2560, 1, 1989,
 2561, 0, 1991,
 2562,, 1990,
 2563,, 1990,
 2564,, 1991,
 2565,, 1991,
 2566,, 1990,
 2567, 0, 1992,
 2568, 1, 1992,
 2569, 1, 1992,
 2570, 0, 1992,
 2571, 1, 1992,
 2572, 1, 1992,
 2573,, 1992,
 2574, 1, 1992,
 2575, 0, 1992,
 2576,, 1992,
 2577, 0, 1992,
 2578,, 1992,
 2579,, 1992,
 2580,, 1992,
 2581, 0, 1992,
 2582,, 1992,
 2583, 0, 1992,
 2584,, 1992,
 2585,, 1992,
 2586, 0, 1992,
 2587, 1, 1992,
 2588, 1, 1992,
 2589, 0, 1992,
 2590, 1, 1992,
 2591, 0, 1992,
 2592, 0, 1992,
 2593, 1, 1992,
 2594, 0, 1992,
 2595, 1, 1992,
 2596, 1, 1992,
 2597, 0, 1992,
 2598, 1, 1992,
 2599,, 1993,
 2600,, 1992,
 2601, 0, 1992,
 2602, 1, 1992,
 2603, 1, 1992,
 2604, 0, 1992,
 2605, 1, 1992,
 2606,, 1992,
 2607, 0, 1992,
 2608, 1, 1992,
 2609, 0, 1992,
 2610, 0, 1992,
 2611, 1, 1992,
 2612, 0, 1992,
 2613, 1, 1992,
 2614, 0, 1992,
 2615, 1, 1992,
 2616, 0, 1992,
 2617, 0, 1992,
 2618,, 1992,
 2619, 1, 1992,
 2620,, 1992,
 2621,, 1992,
 2622, 0, 1992,
 2623, 1, 1992,
 2624,, 1992,
 2625, 0, 1992,
 2626, 1, 1992,
 2627,, 1992,
 2628,, 1992,
 2629, 0, 1992,
 2630,, 1992,
 2631, 0, 1992,
 2632,, 1992,
 2633, 0, 1992,
 2634, 1, 1992,
 2635,, 1992,
 2636, 0, 1992,
 2637, 1, 1992,
 2638, 0, 1992,
 2639, 1, 1992,
 2640,, 1994,
 2641, 0, 1993,
 2642, 0, 1993,
 2643, 0, 1993,
 2644, 0, 1993,
 2645,, 1993,
 2646,, 1993,
 2647,, 1994,
 2648, 1, 1993,
 2649, 1, 1993,
 2650, 1, 1993,
 2651, 1, 1993,
 2652,, 1993,
 2653,, 1994,
 2654,, 1994,
 2655,, 1994,
 2656,, 1994,
 2657, 1, 1993,
 2658,, 1993,
 2659,, 1994,
 2660, 0, 1994,
 2661,, 1994,
 2662,, 1994,
 2663,, 1994,
 2664, 0, 1994,
 2665, 1, 1994,
 2666, 0, 1994,
 2667,, 1994,
 2668,, 1994,
 2669,, 1995,
 2670, 1, 1994,
 2671,, 1995,
 2672, 1, 1994,
 2673,, 1994,
 2674,, 1994,
 2675,, 1994,
 2676, 0, 1994,
 2677, 1, 1994,
 2678,, 1994,
 2679,, 1994,
 2680,, 1994,
 2681,, 1994,
 2682, 1, 1994,
 2683,, 1994,
 2684, 0, 1994,
 2685, 1, 1994,
 2686,, 1994,
 2687, 0, 1994,
 2688,, 1994,
 2689,, 1994,
 2690, 1, 1994,
 2691,, 1994,
 2692,, 1994,
 2693, 0, 1994,
 2694, 0, 1994,
 2695, 0, 1994,
 2696, 1, 1994,
 2697, 0, 1994,
 2698, 0, 1994,
 2699, 0, 1994,
 2700, 1, 1994,
 2701, 0, 1994,
 2702, 0, 1994,
 2703,, 1995,
 2704,, 1995,
 2705,, 1995,
 2706, 1, 1995,
 2707, 0, 1995,
 2708,, 1995,
 2709, 0, 1995,
 2710, 0, 1995,
 2711,, 1995,
 2712, 0, 1995,
 2713,, 1995,
 2714, 0, 1995,
 2715, 1, 1995,
 2716, 0, 1995,
 2717,, 1995,
 2718, 1, 1995,
 2719, 0, 1995,
 2720, 1, 1995,
 2721,, 1995,
 2722, 0, 1995,
 2723,, 1995,
 2724,, 1995,
 2725, 0, 1995,
 2726, 0, 1995,
 2727, 1, 1995,
 2728,, 1972,
 2729,, 1972,
 2730, 1, 1980,
 2731,, 1980,
 2732,, 1972,
 2733, 1, 1980,
 2734,, 1980,
 2736, 1, 1981,
 2737, 0, 1981,
 2738, 0, 1980,
 2739, 1, 1981,
 2740, 1, 1973,
 2741, 0, 1973,
 2742,, 1980,
 2743,, 1981,
 2745, 0, 1973,
 2746, 1, 1974,
 2747,, 1974,
 2748,, 1980,
 2749, 0, 1980,
 2750, 0, 1980,
 2751, 0, 1977,
 2752,, 1981,
 2753, 1, 1982,
 2754, 1, 1981,
 2755, 1, 1981,
 2756, 1, 1981,
 2757, 0, 1981,
 2758, 1, 1982,
 2759, 0, 1981,
 2760, 0, 1981,
 2762, 1, 1981,
 2763, 1, 1981,
 2764, 1, 1982,
 2765, 1, 1981,
 2766,, 1982, 1898
 2767,, 1982, 1921
 2768,, 1982,
 2769,, 1982,
 2770,, 1982,
 2771, 1, 1982,
 2772,, 1980,
 2773,, 1984,
 2774, 1, 1985,
 2775, 0, 1985,
 2776, 0, 1986,
 2778,, 1987,
 2779,, 1981,
 2780, 0, 1982, 1919
 2781, 1, 1981,
 2782, 0, 1981,
 2783, 0, 1981,
 2784, 1, 1982,
 2785, 0, 1982,
 2786, 1, 1981,
 2787,, 1981,
 2788, 0, 1981,
 2789, 1, 1981,
 2790,, 1981,
 2791, 0, 1982,
 2792, 1, 1981,
 2793, 1, 1981,
 2794,, 1981,
 2795, 0, 1981,
 2796, 1, 1981,
 2797, 0, 1981,
 2798,, 1981,
 2799,, 1982,
 2800, 0, 1982,
 2801,, 1982,
 2802,, 1982,
 2803, 0, 1982,
 2804,, 1983,
 2805,, 1982,
 2806, 0, 1982,
 2807, 1, 1982,
 2808,, 1982,
 2809, 0, 1982,
 2810, 1, 1982,
 2811,, 1982,
 2812, 1, 1982,
 2813,, 1982,
 2814, 0, 1982,
 2815,, 1982,
 2816, 1, 1982,
 2817, 0, 1982,
 2818,, 1982,
 2819, 1, 1982,
 2820,, 1982,
 2821, 0, 1982,
 2822, 0, 1982,
 2823, 0, 1982,
 2824,, 1982,
 2825,, 1982,
 2826,, 1986,
 2827, 0, 1982,
 2828,, 1982,
 2829,, 1982,
 2830,, 1982,
 2831, 1, 1982,
 2832, 0, 1983,
 2833, 0, 1983,
 2834,, 1983,
 2835, 1, 1983,
 2836, 0, 1983,
 2837, 1, 1983,
 2838,, 1983,
 2839, 1, 1983,
 2840,, 1983,
 2841, 0, 1983,
 2842,, 1983,
 2843, 1, 1989,
 2844,, 1991,
 2845, 0, 1990,
 2846,, 1992,
 2847, 0, 1994,
 2848,, 1994,
 2849,, 1996, 458
 2850, 1, 1995,
 2851,, 1995,
 2853,, 1980,
 2856,, 1974,
 2857, 1, 1974,
 2858, 1, 1972,
 2859, 0, 1973,
 2860,, 1980,
 2861, 0, 1980,
 2862, 0, 1981,
 2863, 1, 2001,
 2864, 0, 2001,
 2865, 1, 2001,
 2866, 1, 2002,
 2867, 0, 2002,
 2868, 1, 2001,
 2869, 0, 2001,
 2870, 1, 2001,
 2871, 0, 2001,
 2872, 1, 2001,
 2873, 0, 2002,
 2874, 0, 2001,
 2875, 1, 2001,
 2876, 0, 2001,
 2877, 0, 2001,
 2878, 0, 2001,
 2879, 1, 2001,
 2880, 1, 2001,
 2881,, 2001,
 2907, 0, 2002,
 2908, 0, 2001,
 2909, 1, 2002,
 2910, 1, 2001,
 2911, 1, 2001,
 2913, 0, 2001,
 2914, 1, 2002,
 2915, 1, 2001,
 2916, 1, 2002,
 2918, 1, 2001,
 2919, 1, 2001,
 2920, 0, 2001,
 2922, 0, 1990,
 2923, 0, 1990,
 2925, 0, 1988,
 2926,, 1990, 239
 2927,, 1990, 239
 2928,, 1988,
 2929,, 1988,
 2930,, 1988,
 2931,, 1988,
 2932,, 1988,
 2933,, 1988,
 2934,, 1988,
 2935,, 1988,
 2936,, 1989,
 2937,, 1989,
 2938,, 1989,
 2939,, 1989,
 2940,, 1989,
 2941,, 1989,
 2942,, 1989,
 2943,, 1989,
 2944,, 1989,
 2945,, 1989,
 2946,, 1989,
 2947,, 1989,
 2948,, 1989,
 2949,, 1989,
 2950,, 1989,
 2951,, 1989,
 2952,, 1989,
 2954, 0, 2003,
 2955,, 2003,
 2956,, 2003,
 2957, 0, 2002,
 2958,, 2003,
 2959, 0, 2003,
 2960, 1, 2003,
 2962, 1, 2004,
 2963, 0, 2004, 1672
 2964, 1, 2002,
 2965, 1, 2004,
 2966, 1, 2004,
 2967, 1, 2004,
 2968, 0, 2003,
 2969, 1, 2004,
 2970, 0, 2003,
 2971, 0, 2004,
 2972, 1, 2003,
 2973, 1, 2004,
 2974, 1, 2004,
 2975, 0, 2004,
 2976, 1, 2003,
 2977, 0, 2004,
 2978, 0, 2003,
 2979, 1, 2004,
 2980, 1, 2004,
 2981, 0, 2003,
 2982, 0, 2003,
 2983, 0, 2003,
 2984, 0, 2003,
 2985, 0, 2003,
 2986, 0, 2004,
 2987, 0, 2002,
 2988, 1, 2004,
 2989, 0, 2004,
 2990, 1, 2004,
 2991, 1, 2003,
 2992, 0, 2003,
 2993, 0, 2001,
 2994, 1, 2002,
 2995,, 2003,
 2996,, 2003,
 2997, 0, 2004, 1222
 2998, 1, 2004, 601
 2999, 0, 2004, 601
 3000, 1, 2004,
 3001, 1, 2004,
 3002, 0, 2003,
 3003, 0, 2004,
 3004, 0, 2004,
 3005, 1, 2004, 1437
 3006, 0, 2004, 1170
 3007, 1, 2004, 1550
 3008, 1, 2004, 1605
 3009, 0, 2004, 912
 3010, 0, 2004, 1740
 3011, 1, 2004, 1401
 3012, 0, 2004, 1247
 3013, 1, 2004, 595
 3014, 1, 2004, 503
 3015, 1, 2004, 1510
 3016, 0, 2004, 1589
 3017, 0, 2004, 1415
 3018, 0, 2004, 1854
 3019, 1, 2004, 1042
 3020, 1, 2004,
 3021, 1, 2004,
 3022, 0, 2003,
 3023, 0, 2004,
 3024, 1, 2004,
 3084, 0, 2000,
 3085, 0, 2004,
 3086, 0, 2004,
 3087, 1, 2004, 1753
 3088, 1, 2004,
 3089, 1, 2004,
 3090, 0, 2004,
 3091, 0, 2004,
 3092, 0, 2004,
 3093, 1, 2004,
 3094, 0, 2004, 1891
 3095, 0, 2004, 0
 3096, 0, 2004, 1674
 3134, 0, 1996,
 3135,, 2002,
 3136,, 2002,
 3137, 1, 2002,
 3138,, 2002,
 3139,, 2002,
 3140, 0, 2002,
 3141,, 2003,
 3142,, 2003,
 3143, 0, 2002,
 3144,, 2003,
 3145,, 2003,
 3146,, 2003,
 3147,, 2003,
 3148,, 2003,
 3150,, 2003,
 3151,, 2003,
 3152,, 2003,
 3153,, 2003,
 3154,, 2003,
 3155, 0, 2002,
 3156, 1, 2002,
 3157,, 2003,
 3158,, 2002,
 3159,, 2002,
 3160,, 2003,
 3161,, 2002,
 3162,, 2002,
 3163,, 2002,
 3164, 1, 2001,
 3165,, 2002,
 3166,, 2002,
 3167,, 2001,
 3168,, 2002,
 3169,, 2002,
 3170,, 2001,
 3171, 1, 2001,
 3172,, 2001,
 3173,, 2001,
 3174,, 2002,
 3175,, 2002,
 3176,, 2002,
 3177,, 2001,
 3178,, 2001,
 3179, 1, 2001,
 3180,, 2001,
 3181, 0, 2001,
 3182,, 2001,
 3183,, 2001,
 3184,, 2001,
 3185,, 2001,
 3186,, 2001,
 3187, 0, 2001,
 3188, 0, 2001,
 3189,, 2002,
 3190,, 2001,
 3191,, 2002,
 3192,, 2001,
 3193,, 2002,
 3194,, 2002,
 3195,, 2001,
 3196,, 2002,
 3197,, 2001,
 3198,, 2001,
 3199,, 2002,
 3200,, 2002,
 3201,, 2002,
 3202,, 2002,
 3203,, 2002,
 3204, 0, 2001,
 3205,, 2002,
 3206,, 2001,
 3207,, 2001,
 3208, 1, 2001,
 3209,, 2002,
 3210,, 2002,
 3211,, 2002,
 3212,, 2002,
 3213,, 2002,
 3214,, 2002,
 3215,, 2002,
 3216,, 2001,
 3217,, 2001,
 3218,, 2001,
 3219,, 2001,
 3220, 1, 2000,
 3221, 0, 2000,
 3222,, 2001,
 3223,, 2000,
 3224,, 2000,
 3225,, 2000,
 3226, 1, 2000,
 3227, 0, 2000,
 3228,, 2001,
 3229,, 2001,
 3230,, 2000,
 3231,, 2000,
 3232,, 2000,
 3233,, 2001,
 3234,, 2000,
 3235,, 2001,
 3236,, 2000,
 3237,, 2000,
 3238,, 2001,
 3239,, 2000,
 3240,, 2000,
 3241,, 2000,
 3242,, 2000,
 3243,, 2000,
 3244,, 1999,
 3245,, 1999,
 3246,, 1999,
 3247,, 1999,
 3248,, 1999,
 3249,, 1999,
 3250,, 2000,
 3251,, 2000,
 3252,, 2000,
 3253,, 2000,
 3254,, 2000,
 3255,, 2000,
 3256,, 2000,
 3257,, 2000,
 3258,, 2000,
 3259,, 2000,
 3260,, 1999,
 3261,, 2000,
 3262,, 2000,
 3263,, 1999,
 3264,, 1999,
 3265,, 1999,
 3266,, 2000, 454
 3267,, 2000,
 3268,, 2000,
 3269,, 2000,
 3270,, 2000,
 3271,, 2000,
 3272,, 2000,
 3273,, 1999,
 3274,, 1999,
 3275,, 2000,
 3276,, 2000,
 3277,, 1999,
 3278, 1, 1998,
 3279,, 1999,
 3280,, 1999,
 3281,, 1999,
 3282,, 1999,
 3283,, 1998,
 3284,, 1999,
 3285,, 1999,
 3286,, 1999,
 3287,, 1999,
 3288,, 1999,
 3289,, 1999,
 3290,, 1999,
 3291,, 1999,
 3292,, 1999,
 3293,, 1999,
 3294,, 1998,
 3295,, 1999, 1186
 3296,, 1999,
 3297,, 1999,
 3298,, 1999,
 3299,, 1998,
 3300,, 1999,
 3301,, 1999,
 3302,, 1999,
 3303,, 1999,
 3304,, 1999,
 3305,, 1999,
 3306,, 1999,
 3307,, 1999,
 3308,, 1999,
 3309,, 1999,
 3310,, 1998,
 3311,, 1999,
 3312,, 1999,
 3313,, 1999,
 3314,, 1999,
 3315,, 1999,
 3316,, 1998,
 3317,, 1998,
 3318,, 1999,
 3319,, 1999,
 3320,, 1998,
 3321,, 1999,
 3322,, 1998,
 3323,, 1999,
 3324, 1, 1998,
 3325,, 1999,
 3326,, 1999,
 3327,, 1999,
 3328,, 1999,
 3329,, 1999,
 3330,, 1999,
 3331,, 1999,
 3332,, 1999,
 3333,, 1998,
 3334,, 1999,
 3335,, 1999,
 3336,, 1999,
 3337,, 1999,
 3338,, 1999,
 3339,, 1999,
 3340,, 1999,
 3341,, 1999,
 3342,, 1999,
 3343,, 1999,
 3344, 1, 1998,
 3345,, 1998,
 3346,, 1998,
 3347, 0, 1998,
 3348,, 1998,
 3349,, 1997,
 3350,, 1998,
 3351,, 1998,
 3352,, 1998,
 3353,, 1998,
 3354,, 1998,
 3355,, 1998,
 3356,, 1998,
 3357,, 1997,
 3358,, 1998,
 3359,, 1998,
 3360,, 1998,
 3361,, 1998,
 3362,, 1998,
 3363,, 1998,
 3364,, 1997,
 3365, 0, 1997,
 3366,, 1997,
 3367,, 1997,
 3368, 1, 1997,
 3369,, 1997,
 3370, 0, 1997,
 3371,, 1998,
 3372, 0, 1997,
 3373, 1, 1997,
 3374,, 1997,
 3375,, 1997,
 3376, 0, 1997,
 3377,, 1997,
 3378,, 1997,
 3379,, 1997,
 3380,, 1997,
 3381, 1, 1997,
 3382,, 1997,
 3383,, 1997,
 3384,, 1997,
 3385, 1, 1997,
 3386,, 1997,
 3387,, 1997,
 3388, 0, 1997,
 3389, 0, 1997,
 3390,, 1997,
 3391,, 1997,
 3392,, 1997,
 3393,, 1997,
 3394,, 1997,
 3395,, 1997,
 3396, 0, 1997,
 3397,, 1997,
 3398, 1, 1997,
 3399, 0, 1997,
 3400,, 1998,
 3401,, 1997,
 3402,, 1997,
 3403,, 1997,
 3404,, 1997,
 3405, 1, 1996,
 3406, 0, 1996,
 3407, 0, 1996,
 3408, 0, 1996,
 3409,, 1997,
 3410,, 1996,
 3411, 0, 1996,
 3412, 0, 1996,
 3413, 1, 1996,
 3414,, 1996,
 3415, 1, 1996,
 3416,, 1996,
 3417, 0, 1996,
 3418,, 1997, 454
 3419,, 1997, 504
 3420,, 1996,
 3421,, 1996,
 3422, 0, 1996,
 3423,, 1997,
 3424, 0, 1996,
 3425, 0, 1996,
 3426, 0, 1996,
 3427, 0, 1996,
 3428, 1, 1996,
 3429, 0, 1996,
 3430, 0, 1996,
 3431, 0, 1996,
 3432, 0, 1996,
 3433, 0, 2004,
 3434, 0, 2004,
 3435, 0, 2004,
 3436, 0, 2004,
 3437,, 2004,
 3438,, 2004,
 3439,, 2004,
 3440,, 2004,
 3441,, 2004,
 3442,, 2004,
 3444, 0, 2005, 1764
 3445, 1, 2005,
 3446, 0, 2005,
 3447, 1, 2005,
 3448, 1, 2005,
 3449, 0, 2005,
 3450, 0, 2005,
 3451, 0, 2005,
 3452, 1, 2005,
 3453, 0, 2004,
 3454, 1, 2004,
 3455, 0, 2005,
 3456, 1, 2004,
 3457, 1, 2005,
 3458, 1, 2005,
 3459, 1, 2005,
 3460, 1, 2005,
 3461, 0, 2005,
 3462, 0, 2005,
 3463, 1, 2004,
 3464, 1, 2004,
 3465, 0, 2005,
 3466, 0, 2005,
 3467, 0, 2004,
 3468, 1, 2005,
 3469, 0, 2004,
 3470, 1, 2005,
 3471, 1, 2004,
 3472, 0, 2005, 1873
 3473, 1, 2004,
 3474, 0, 2004,
 3477, 1, 2004,
 3478, 0, 2004,
 3479, 1, 2005,
 3480, 1, 2004,
 3481, 0, 2005,
 3482, 1, 2005,
 3483, 0, 2005,
 3484, 1, 2004,
 3485, 1, 2004,
 3486, 1, 2005, 912
 3487, 0, 2003,
 3488, 0, 2005,
 3489, 1, 2005,
 3490, 0, 2005,
 3491, 0, 2005,
 3492, 1, 2005,
 3495, 0, 2003,
 3496,, 2004,
 3497, 0, 2005,
 3498, 0, 2005,
 3499, 0, 2005,
 3500, 0, 2005,
 3501, 0, 2005,
 3502, 0, 2005,
 3503, 0, 2005,
 3504, 1, 2005, 930
 3505, 0, 2005,
 3506, 0, 2005,
 3507, 0, 2004,
 3508, 0, 2004,
 3509, 0, 2005,
 3510, 0, 2005,
 3511, 1, 2005,
 3512, 0, 2005, 1042
 3513, 0, 2005,
 3514, 0, 2005,
 3515, 1, 2005,
 3516, 0, 2005,
 3517, 0, 2005, 1828
 3518, 0, 2005, 1503
 3519, 1, 2005, 1346
 3520, 0, 2005,
 3521, 1, 2005, 1415
 3522, 0, 2005,
 3523, 0, 2005,
 3524, 1, 2005,
 3525, 1, 2005,
 3526, 0, 2005,
 3527, 1, 2005, 1550
 3529, 1, 2005, 1873
 3530, 1, 2005,
 3531, 0, 2004,
 3532, 1, 2004,
 3533, 0, 2004,
 3534, 1, 2004,
 3535, 0, 2004,
 3536, 1, 2004,
 3537, 0, 2004,
 3541, 1, 2004,
 3542, 0, 2004,
 3543, 1, 2004,
 3544, 0, 2004,
 3545, 1, 2004,
 3546, 0, 2004,
 3547, 0, 2004,
 3548, 0, 2004,
 3549, 1, 2004,
 3550, 0, 2004,
 3552, 1, 2005,
 3554, 0, 2004,
 3555, 1, 2004,
 3556, 1, 2004,
 3557, 1, 2004,
 3558, 1, 2004,
 3559, 0, 2004,
 3560, 1, 2004,
 3561, 1, 2004,
 3562, 1, 2004,
 3563, 1, 2004,
 3564, 1, 2005,
 3565, 1, 2005, 1782
 3566, 0, 2005, 1491
 3567, 0, 2004,
 3568, 0, 2005, 1782
 3569, 0, 2005, 1763
 3570, 1, 2005, 1779
 3571, 0, 2005, 2975
 3572, 1, 2005, 1506
 3573, 1, 2005, 2975
 3574, 0, 2005, 3090
 3575, 1, 2005, 1419
 3576, 1, 2005, 1864
 3577, 1, 2005, 3022
 3578, 1, 2005, 1685
 3579, 0, 2005, 1536
 3580, 0, 2005, 1854
 3581, 0, 2005, 1200
 3582, 1, 2004,
 3583, 0, 2004,
 3584, 1, 2004,
 3585, 0, 2004,
 3586, 0, 2004,
 3587, 0, 2004,
 3588, 1, 2004,
 3589, 1, 2004,
 3590, 0, 2005, 2978
 3591, 0, 2005, 1532
 3592, 0, 2005, 2978
 3593, 1, 2005, 1170
 3594, 0, 2005, 1740
 3595, 0, 2005, 1170
 3596, 0, 2005, 1401
 3597, 0, 2005, 1170
 3598, 0, 2005, 1438
 3599, 1, 2005, 1697
 3600, 1, 2005, 1760
 3601, 1, 2005, 1772
 3602, 1, 2005, 1193
 3603, 0, 2005, 1559
 3604, 0, 2005, 1725
 3605, 0, 2005, 1195
 3606, 0, 2005, 3003
 3607, 1, 2005, 2984
 3608, 0, 2005, 912
 3609, 0, 2005, 2971
 3610, 0, 2005, 2997
 3611, 0, 2005, 3508
 3612, 1, 2005, 1244
 3613, 0, 2005, 3508
 3614, 1, 2005, 1757
 3615, 1, 2005,
 3616, 0, 2005, 1763
 3617, 1, 2005,
 3618, 1, 2004,
 3619, 1, 2005,
 3620, 1, 2004,
 3621, 1, 2004,
 3622, 0, 2004,
 3623, 1, 2004,
 3624, 1, 2004,
 3625, 1, 2004,
 3626, 0, 2005,
 3627, 1, 2005,
 3628, 1, 2005,
 3629, 0, 2004,
 3630, 0, 2004,
 3631, 1, 2004,
 3632, 0, 2005,
 3633, 1, 2005,
 3634, 0, 2004,
 3635, 1, 2004,
 3636, 1, 2004,
 3637, 0, 2004,
 3638, 1, 2005,
 3639, 1, 2004,
 3641, 0, 2005,
 3642, 1, 2005,
 3643, 1, 2005,
 3644, 1, 2005,
 3645, 0, 2005,
 3646, 0, 2005,
 3647, 1, 2005,
 3648, 0, 2005,
 3649, 0, 2005,
 3650, 0, 2005,
 3651, 1, 2005,
 3652, 0, 2005,
 3653, 0, 2005,
 3654, 0, 2004,
 3655, 0, 2004,
 3656, 1, 2004,
 3657, 1, 2004,
 3658, 1, 2004,
 3659, 1, 2004,
 3660,, 2004,
 3661, 1, 2004,
 3662, 0, 2005,
 3663, 0, 2004,
 3664, 0, 2004,
 3665, 0, 2004,
 3666, 1, 2005,
 3667, 1, 2004,
 3668, 1, 2004,
 3669, 0, 2004,
 3670, 1, 2005,
 3671, 1, 2004,
 3672, 1, 2005,
 3673, 0, 2004,
 3674, 0, 2004,
 3675, 1, 2005,
 3676, 1, 2004,
 3677, 1, 2004,
 3678, 1, 2004,
 3679, 1, 2004,
 3680, 1, 2005,
 3681, 0, 2005,
 3682, 1, 2005,
 3683, 1, 2005,
 3684, 1, 2005,
 3685, 0, 2004,
 3686, 1, 2004,
 3687, 0, 2004,
 3688, 0, 2005,
 3689, 1, 2005,
 3690, 1, 2005,
 3691, 0, 2005,
 3692, 0, 2005,
 3693, 1, 2004,
 3694, 0, 2004,
 3695, 0, 2005,
 3696, 1, 2004,
 3697, 1, 2005,
 3698, 0, 2004,
 3699, 0, 2005,
 3700, 0, 2005,
 3701, 0, 2005,
 3702, 1, 2005,
 3703,, 1995,
 3704,, 1994,
 3705,, 1995,
 3706,, 1995,
 3707, 0, 1994,
 3708,, 1996,
 3709, 1, 1995,
 3710,, 2005,
 3738,, 1997,
 3739,, 1997,
 3740,, 1997,
 3741,, 1997,
 3742, 1, 1997, 859
 3743,, 1997,
 3744,, 1997, 666
 3745, 1, 1997, 3432
 3746,, 1997,
 3747,, 1997,
 3748,, 1997,
 3749,, 1997, 942
 3750,, 1997, 3427
 3751,, 1997,
 3752,, 1997, 524
 3753,, 1997, 524
 3754, 0, 1997, 840
 3755, 0, 1997, 172
 3756,, 1997,
 3757,, 1997, 502
 3758, 0, 1997, 925
 3759,, 1997, 925
 3760,, 1997,
 3761, 1, 1997,
 3762,, 1997, 169
 3763,, 1997, 3422
 3764,, 1997,
 3765,, 1997,
 3766, 0, 1997,
 3767,, 1997, 199
 3768,, 1997,
 3769,, 1997, 455
 3770,, 1997,
 3771,, 1997,
 3772,, 1997,
 3773,, 1997,
 3774,, 1997,
 3775,, 1997,
 3776,, 1997,
 3777,, 1997,
 3778,, 1997,
 3779,, 1997, 462
 3780,, 1997,
 3781,, 1997,
 3782,, 1997,
 3783,, 1997, 469
 3784,, 1997,
 3785, 1, 1997, 827
 3786,, 1997, 561
 3787,, 1997,
 3788,, 1997, 171
 3789,, 1997, 835
 3790,, 1997,
 3791,, 1997,
 3793, 0, 1997, 1173
 3794, 0, 1997, 853
 3795,, 1997,
 3796,, 1997,
 3797,, 1997,
 3798,, 1997,
 3800,, 1997, 862
 3801,, 1997, 640
 3802,, 1997,
 3803,, 1997,
 3804,, 1997,
 3805,, 1997,
 3806,, 1997,
 3807,, 1997,
 3808,, 1997,
 3809,, 1997, 530
 3810, 1, 1997,
 3811,, 1997,
 3812,, 1997,
 3813,, 1997,
 3814,, 1997,
 3815,, 1997,
 3816,, 1997,
 3817,, 1997, 1017
 3818,, 1997,
 3819,, 1997,
 3820,, 1997,
 3821,, 1997,
 3822,, 1997,
 3823,, 1997,
 3824,, 1997,
 3825,, 1997,
 3826,, 1997,
 3827,, 1997,
 3828,, 1997,
 3829, 0, 1997, 675
 3830,, 1997,
 3831, 0, 1997, 1182
 3832,, 1997,
 3833,, 1997,
 3834,, 1997,
 3835,, 1997,
 3836,, 1997,
 3837,, 1997,
 3838,, 1997,
 3839,, 1997, 844
 3840, 1, 1998, 912
 3841,, 1998, 912
 3842,, 1997, 859
 3843,, 1997, 639
 3844, 0, 1998,
 3845,, 1998,
 3846,, 1997, 563
 3847,, 1998, 627
 3848,, 1998,
 3849, 1, 1998,
 3850,, 1998,
 3851,, 1997, 457
 3852,, 1998, 1271
 3853,, 1998,
 3854,, 1998,
 3855,, 1998,
 3856,, 1998,
 3857,, 1998,
 3858,, 1998, 1247
 3859,, 1998, 1059
 3860,, 1997, 502
 3861,, 1998,
 3862,, 1998,
 3863, 0, 1998, 925
 3864,, 1998,
 3865,, 1998,
 3866, 0, 1998,
 3867,, 1998, 924
 3868,, 1998,
 3869,, 1998,
 3870,, 1998,
 3871, 1, 1998,
 3872,, 1997, 1246
