RowRef,BirdID,Sex,SexingMethod,SexingDate,Lane,Observer,BloodID,EstimateSource,MergeRef,MergeStatus
16270,6226,,,,,,,,882819789,
14169,3628,1,DNA,22/03/2013,,EF,2882,,262677503,
13017,1591,1,DNA,08/03/2012,,DLG,276,,212397823,
13018,1597,0,DNA,08/03/2012,,DLG,279,,-1340082689,
13019,1604,1,DNA,08/03/2012,,DLG,391,,1318510847,
13020,1605,0,DNA,08/03/2012,,DLG,437,,1218322431,
13021,1607,1,DNA,08/03/2012,,DLG,388,,-1975229697,
13022,1608,1,DNA,08/03/2012,,DLG,299,,639474175,
13023,1610,1,DNA,08/03/2012,,DLG,297,,1613624575,
13024,1616,1,DNA,08/03/2012,,DLG,272,,-114760705,
13025,1616,1,DNA,08/03/2012,,DLG,417,,146020095,
13026,1617,0,DNA,08/03/2012,,DLG,461,,983465471,
13015,1570,1,DNA,08/03/2012,,DLG,394,,-842920705,
13028,1696,1,DNA,08/03/2012,,DLG,316,,-1907300353,
13014,1559,0,DNA,08/03/2012,,DLG,419,,-1193176577,
13029,1698,1,DNA,08/03/2012,,DLG,375,,-565441793,
13030,1702,1,DNA,08/03/2012,,DLG,387,,983998975,
13031,1702,1,DNA,08/03/2012,,DLG,288,,1890770175,
13032,1707,0,DNA,08/03/2012,,DLG,340,,1564093439,
13033,1711,1,DNA,08/03/2012,,DLG,389,,-1683996929,
13034,1723,1,DNA,08/03/2012,,DLG,286,,-998636033,
13035,1723,1,DNA,08/03/2012,,DLG,404,,-842485505,
13036,1725,0,DNA,08/03/2012,,DLG,382,,-1773621249,
13037,1725,0,DNA,08/03/2012,,DLG,493,,1065661183,
13038,1726,1,DNA,08/03/2012,,DLG,287,,731687423,
13039,1731,1,DNA,08/03/2012,,DLG,364,,-537869057,
13027,1685,0,DNA,08/03/2012,,DLG,323,,-1287960321,
13002,1346,0,DNA,08/03/2012,,DLG,359,,1085924863,
12989,441,0,DNA,08/03/2012,,DLG,403,,1368376063,
12990,497,1,DNA,08/03/2012,,DLG,424,,-1246004737,
12991,497,1,DNA,08/03/2012,,DLG,401,,13915391,
12992,595,0,DNA,08/03/2012,,DLG,357,,683000831,
12993,832,0,DNA,08/03/2012,,DLG,383,,1166898943,
12994,912,0,DNA,08/03/2012,,DLG,372,,563240447,
12995,1040,1,DNA,08/03/2012,,DLG,475,,635414783,
12996,1042,0,DNA,08/03/2012,,DLG,292,,-1075591169,
12997,1155,0,DNA,08/03/2012,,DLG,399,,-1391236353,
12998,1165,1,DNA,08/03/2012,,DLG,407,,-1546616321,
12999,1193,0,DNA,08/03/2012,,DLG,373,,-1263190785,
13016,1577,1,DNA,08/03/2012,,DLG,443,,-1093886977,
13001,1275,0,DNA,08/03/2012,,DLG,369,,-155869441,
13042,1739,1,DNA,08/03/2012,,DLG,360,,483560959,
13003,1356,1,DNA,08/03/2012,,DLG,446,,-1333194497,
13004,1358,1,DNA,08/03/2012,,DLG,277,,-410546177,
13005,1361,0,DNA,08/03/2012,,DLG,378,,1598558975,
13006,1415,0,DNA,08/03/2012,,DLG,380,,-1848473089,
13007,1437,0,DNA,08/03/2012,,DLG,481,,1557079295,
13008,1485,1,DNA,08/03/2012,,DLG,293,,1141199871,
13009,1494,1,DNA,08/03/2012,,DLG,448,,1709098751,
13010,1501,0,DNA,08/03/2012,,DLG,397,,1776184831,
13011,1506,0,DNA,08/03/2012,,DLG,406,,1362852095,
13012,1532,0,DNA,08/03/2012,,DLG,313,,823154687,
13013,1541,0,DNA,08/03/2012,,DLG,411,,2144189183,
13000,1244,0,DNA,08/03/2012,,DLG,349,,313723903,
13081,1886,1,DNA,08/03/2012,,DLG,275,,-2137116929,
13069,1804,1,DNA,08/03/2012,,DLG,367,,1020351231,
13070,1806,1,DNA,08/03/2012,,DLG,298,,-1372141057,
13071,1819,1,DNA,08/03/2012,,DLG,418,,-392010497,
13072,1824,0,DNA,08/03/2012,,DLG,408,,-41184257,
13073,1826,0,DNA,08/03/2012,,DLG,413,,575407871,
13074,1827,0,DNA,08/03/2012,,DLG,400,,2039918079,
13075,1830,0,DNA,08/03/2012,,DLG,447,,1393735935,
13076,1833,0,DNA,08/03/2012,,DLG,280,,-1735747585,
13077,1867,1,DNA,08/03/2012,,DLG,377,,39779071,
13078,1869,1,DNA,08/03/2012,,DLG,453,,103666175,
13040,1731,1,DNA,08/03/2012,,DLG,484,,-920620033,
13080,1885,0,DNA,08/03/2012,,DLG,273,,1887099903,
13066,1790,0,DNA,08/03/2012,,DLG,311,,-1073076737,
13082,1887,1,DNA,08/03/2012,,DLG,278,,-1186974209,
13083,1888,0,DNA,08/03/2012,,DLG,282,,70656255,
13084,1889,0,DNA,08/03/2012,,DLG,283,,-1262460929,
13085,1890,1,DNA,08/03/2012,,DLG,384,,-1629641985,
13086,2959,0,DNA,08/03/2012,,DLG,284,,-581838337,
13087,2959,0,DNA,08/03/2012,,DLG,396,,1536242943,
13088,2960,1,DNA,08/03/2012,,DLG,441,,-1543560193,
13089,2960,1,DNA,08/03/2012,,DLG,285,,825317119,
13090,2962,1,DNA,08/03/2012,,DLG,301,,1176944127,
13091,2962,1,DNA,08/03/2012,,DLG,434,,27429119,
13092,2963,0,DNA,08/03/2012,,DLG,290,,1343956991,
13079,1869,1,DNA,08/03/2012,,DLG,416,,1725779199,
13055,1767,1,DNA,08/03/2012,,DLG,296,,-250112769,
12986,5761,0,DNA,19/01/2012,,MV,5046,,1595347562,
13043,1740,0,DNA,08/03/2012,,DLG,436,,-1327556353,
13044,1742,1,DNA,08/03/2012,,DLG,393,,-1465550849,
13045,1742,1,DNA,08/03/2012,,DLG,350,,1435392767,
13046,1743,1,DNA,08/03/2012,,DLG,381,,-2111852033,
13047,1743,1,DNA,08/03/2012,,DLG,365,,-1836602113,
13048,1744,1,DNA,08/03/2012,,DLG,462,,251378687,
13049,1744,1,DNA,08/03/2012,,DLG,474,,1083936511,
13050,1747,1,DNA,08/03/2012,,DLG,402,,-1496836609,
13051,1750,1,DNA,08/03/2012,,DLG,370,,-1289846529,
13052,1756,1,DNA,08/03/2012,,DLG,379,,1099382783,
13068,1802,1,DNA,08/03/2012,,DLG,428,,-78000129,
13054,1766,1,DNA,08/03/2012,,DLG,376,,-1689273857,
13067,1791,0,DNA,08/03/2012,,DLG,422,,-1013427969,
13056,1768,1,DNA,08/03/2012,,DLG,348,,1961624575,
13057,1773,1,DNA,08/03/2012,,DLG,414,,166377215,
13058,1773,1,DNA,08/03/2012,,DLG,366,,-646275585,
13059,1774,1,DNA,08/03/2012,,DLG,409,,-282662657,
13060,1775,1,DNA,08/03/2012,,DLG,423,,-1861351425,
13061,1775,1,DNA,08/03/2012,,DLG,410,,-1298879745,
13062,1782,0,DNA,08/03/2012,,DLG,351,,676119039,
13063,1783,1,DNA,08/03/2012,,DLG,392,,1749056767,
13064,1785,1,DNA,08/03/2012,,DLG,425,,890326015,
13065,1787,1,DNA,08/03/2012,,DLG,412,,-660939009,
13041,1739,1,DNA,08/03/2012,,DLG,281,,-1425185025,
13053,1763,0,DNA,08/03/2012,,DLG,426,,738788095,
12883,5708,0,DNA,05/04/2011,,MV,4956,Blood,-401917457,
12871,5734,0,DNA,05/04/2011,,MV,4979,Blood,1565663754,
12872,5744,0,DNA,05/04/2011,,MV,5019,Blood,1094822811,
12873,5712,1,DNA,05/04/2011,,MV,4961,Blood,-725776889,
12874,5716,0,DNA,05/04/2011,,MV,4965,Blood,-1800916982,
12875,5717,1,DNA,05/04/2011,,MV,4966,Blood,-386389432,
12876,5728,1,DNA,05/04/2011,,MV,4973,Blood,-1655180324,
12877,5720,0,DNA,05/04/2011,,MV,4969,Blood,516296300,
12878,5703,0,DNA,05/04/2011,,MV,4947,Blood,-1506478248,
12879,5706,0,DNA,05/04/2011,,MV,4950,Blood,-1205128740,
12880,5714,0,DNA,05/04/2011,,MV,4963,Blood,-1587332296,
12895,5694,0,DNA,05/04/2011,,MV,4938,Blood,-889630321,
12882,5715,1,DNA,05/04/2011,,MV,4964,Blood,1816576173,
12868,5725,0,DNA,05/04/2011,,MV,4985,Blood,-83860526,
12884,5709,1,DNA,05/04/2011,,MV,4957,Blood,1401127852,
12885,5719,1,DNA,05/04/2011,,MV,4968,Blood,953032196,
12886,5721,1,DNA,05/04/2011,,MV,4970,Blood,-688027562,
12887,5695,1,DNA,05/04/2011,,MV,4939,Blood,-373800454,
12888,5700,0,DNA,05/04/2011,,MV,4944,Blood,-1378300962,
12889,5697,1,DNA,05/04/2011,,MV,4941,Blood,185443802,
12890,5707,1,DNA,05/04/2011,,MV,4951,Blood,175722573,
12891,5699,1,DNA,05/04/2011,,MV,4943,Blood,38947192,
12892,5704,1,DNA,05/04/2011,,MV,4948,Blood,511906843,
12893,5710,0,DNA,05/04/2011,,MV,4958,Blood,776613408,
12988,5763,1,DNA,19/01/2012,,MV,5048,,1930830893,
12881,5713,1,DNA,05/04/2011,,MV,4962,Blood,-664038023,
12857,5737,0,DNA,05/04/2011,,MV,4983,Blood,-163748206,
12842,5701,0,DNA,05/04/2011,,MV,4945,Blood,26145183,
12843,5693,0,DNA,05/04/2011,,MV,4937,Blood,-1686310247,
12844,5405,0,DNA,05/04/2011,,MV,4927,Blood,1089582092,
12847,5696,0,DNA,05/04/2011,,MV,4940,Blood,-1829856515,
12848,5698,1,DNA,05/04/2011,,MV,4942,Blood,-722867049,
12849,5718,0,DNA,05/04/2011,,MV,4967,Blood,158029455,
12850,5722,1,DNA,05/04/2011,,MV,4971,Blood,189038690,
12851,5711,0,DNA,05/04/2011,,MV,4959,Blood,-1795753487,
12852,5729,0,DNA,05/04/2011,,MV,4974,Blood,768427201,
12853,5727,1,DNA,05/04/2011,,MV,4972,Blood,-614081110,
12854,5743,1,DNA,05/04/2011,,MV,5018,Blood,877873275,
12870,5733,1,DNA,05/04/2011,,MV,4978,Blood,-75470737,
12856,5745,0,DNA,05/04/2011,,MV,5020,Blood,1106938913,
12869,5730,0,DNA,05/04/2011,,MV,4975,Blood,-684589441,
12858,5726,0,DNA,05/04/2011,,MV,4982,Blood,-1255731185,
12859,5742,1,DNA,05/04/2011,,MV,4990,Blood,-1737618957,
12860,5732,0,DNA,05/04/2011,,MV,4977,Blood,-1417882522,
12861,5738,1,DNA,05/04/2011,,MV,4986,Blood,-1726878188,
12862,5741,1,DNA,05/04/2011,,MV,4989,Blood,-975186069,
12863,5735,0,DNA,05/04/2011,,MV,4980,Blood,1076695472,
12864,5731,1,DNA,05/04/2011,,MV,4976,Blood,745806896,
12865,5739,0,DNA,05/04/2011,,MV,4987,Blood,-1761380863,
12866,5724,1,DNA,05/04/2011,,MV,4984,Blood,-761421681,
12867,5740,0,DNA,05/04/2011,,MV,4988,Blood,-870770260,
12935,3583,0,DNA,13/12/2011,,MV,4840,Blood,-1726689296,
12855,5736,0,DNA,05/04/2011,,MV,4981,Blood,129761698,
12975,5747,1,DNA,19/01/2012,,MV,5021,,1179999743,
12963,3624,1,DNA,13/12/2011,,MV,4839,Blood,1841621846,
12964,5158,1,DNA,13/12/2011,,MV,4834,Blood,-1762476810,
12965,5677,0,DNA,13/12/2011,,MV,4867,Blood,-421584971,
12966,5676,0,DNA,13/12/2011,,MV,4866,Blood,-33648493,
12967,5671,0,DNA,13/12/2011,,MV,4861,Blood,-731278742,
12968,5082,0,DNA,13/12/2011,,MV,4835,Blood,385655850,
12969,5062,0,DNA,15/12/2011,,MV,4833,Blood,1836598881,
12970,5654,1,DNA,19/01/2012,,MV,5036,,882819789,
12971,5649,1,DNA,19/01/2012,,MV,5071,,143554986,
12972,5749,0,DNA,19/01/2012,,MV,5023,,341529785,
12894,5705,1,DNA,05/04/2011,,MV,4949,Blood,-556132553,
12974,5748,0,DNA,19/01/2012,,MV,5022,,-850626864,
12960,5668,1,DNA,13/12/2011,,MV,4858,Blood,-1323182788,
12976,5754,1,DNA,19/01/2012,,MV,5030,,-2087278343,
12977,5755,1,DNA,19/01/2012,,MV,5031,,1119799334,
12978,5751,0,DNA,19/01/2012,,MV,5027,,1350724264,
12979,5752,1,DNA,19/01/2012,,MV,5028,,897810943,
12980,5753,1,DNA,19/01/2012,,MV,5029,,-1952695028,
12981,5757,1,DNA,19/01/2012,,MV,5042,,-369226743,
12982,5758,1,DNA,19/01/2012,,MV,5043,,1557438033,
12983,5756,0,DNA,19/01/2012,,MV,5041,,1247602099,
12984,5759,1,DNA,19/01/2012,,MV,5044,,-543157886,
12985,5760,0,DNA,19/01/2012,,MV,5045,,1984073885,
13095,2966,1,DNA,08/03/2012,,DLG,304,,1130241279,
12973,5750,0,DNA,19/01/2012,,MV,5024,,-903822181,
12949,5659,0,DNA,13/12/2011,,MV,4849,Blood,1883537290,
12936,5674,0,DNA,13/12/2011,,MV,4864,Blood,835308002,
12937,3639,1,DNA,13/12/2011,,MV,4841,Blood,-2050291975,
12938,5675,0,DNA,13/12/2011,,MV,4865,Blood,1787410768,
12939,5661,0,DNA,13/12/2011,,MV,4851,Blood,764279551,
12940,5662,1,DNA,13/12/2011,,MV,4852,Blood,59002112,
12941,5663,0,DNA,13/12/2011,,MV,4853,Blood,-629329962,
12942,5063,0,DNA,13/12/2011,,MV,4842,Blood,-988995248,
12943,5664,0,DNA,13/12/2011,,MV,4854,Blood,-1100176489,
12944,1646,0,DNA,13/12/2011,,MV,4843,Blood,-1885850390,
12945,5665,1,DNA,13/12/2011,,MV,4855,Blood,-579840343,
12946,1644,1,DNA,13/12/2011,,MV,4846,Blood,-1478915725,
12962,5670,1,DNA,13/12/2011,,MV,4860,Blood,-1503319729,
12948,4812,0,DNA,13/12/2011,,MV,4844,Blood,180690132,
12961,4923,0,DNA,13/12/2011,,MV,4838,Blood,-196676002,
12950,3534,1,DNA,13/12/2011,,MV,4845,Blood,26145183,
12951,3535,0,DNA,13/12/2011,,MV,4847,Blood,-1686310247,
12952,5667,0,DNA,13/12/2011,,MV,4857,Blood,-173341445,
12953,5211,1,DNA,13/12/2011,,MV,4836,Blood,412722734,
12954,3547,0,DNA,13/12/2011,,MV,4837,Blood,-2066917106,
12955,3546,0,DNA,13/12/2011,,MV,4848,Blood,-1829856515,
12956,5672,1,DNA,13/12/2011,,MV,4862,Blood,-722867049,
12957,5673,1,DNA,13/12/2011,,MV,4863,Blood,-2146447616,
12958,5669,1,DNA,13/12/2011,,MV,4859,Blood,674546088,
12959,5660,0,DNA,13/12/2011,,MV,4850,Blood,1406222972,
12987,5762,1,DNA,19/01/2012,,MV,5047,,-1905948174,
12947,5666,1,DNA,13/12/2011,,MV,4856,Blood,-1042527291,
13241,1896,1,DNA,13/03/2012,,DLG,696,,765153023,
13229,1821,0,DNA,13/03/2012,,DLG,2842,,457208575,
13230,1823,1,DNA,13/03/2012,,DLG,641,,929655295,
13231,1826,0,DNA,13/03/2012,,DLG,634,,-544570113,
13232,1831,1,DNA,13/03/2012,,DLG,609,,1632842751,
13233,1854,0,DNA,13/03/2012,,DLG,660,,494216959,
13234,1857,0,DNA,13/03/2012,,DLG,527,,345722367,
13235,1857,0,DNA,13/03/2012,,DLG,529,,-595273473,
13236,1864,0,DNA,13/03/2012,,DLG,628,,-323733505,
13237,1881,1,DNA,13/03/2012,,DLG,679,,878844671,
13238,1886,1,DNA,13/03/2012,,DLG,673,,-458984961,
13201,1603,0,DNA,13/03/2012,,DLG,2810,,333874943,
13240,1895,0,DNA,13/03/2012,,DLG,697,,1940290559,
13226,1801,1,DNA,13/03/2012,,DLG,560,,-2029337089,
13242,1897,1,DNA,13/03/2012,,DLG,695,,-1899440641,
13243,2959,0,DNA,13/03/2012,,DLG,600,,-300138241,
13244,2960,1,DNA,13/03/2012,,DLG,595,,-1215430657,
13245,2963,0,DNA,13/03/2012,,DLG,654,,1425326847,
13246,2964,1,DNA,13/03/2012,,DLG,572,,2139912703,
13247,2976,1,DNA,13/03/2012,,DLG,569,,660690175,
13248,2984,0,DNA,13/03/2012,,DLG,594,,688833535,
13249,2990,1,DNA,13/03/2012,,DLG,597,,-394103041,
13250,3005,1,DNA,13/03/2012,,DLG,677,,1286823423,
13251,3010,0,DNA,13/03/2012,,DLG,2847,,1753000191,
13252,3017,0,DNA,13/03/2012,,DLG,575,,-1408448513,
13239,1895,0,DNA,13/03/2012,,DLG,563,,1845062911,
13215,1722,1,DNA,13/03/2012,,DLG,555,,-1525172993,
13093,2964,1,DNA,08/03/2012,,DLG,289,,-1846719745,
13203,1606,1,DNA,13/03/2012,,DLG,631,,-1786693377,
13204,1607,1,DNA,13/03/2012,,DLG,535,,-1421928449,
13205,1611,1,DNA,13/03/2012,,DLG,681,,1010924287,
13206,1623,1,DNA,13/03/2012,,DLG,2813,,42357247,
13207,1660,0,DNA,13/03/2012,,DLG,540,,1943260415,
13208,1665,0,DNA,13/03/2012,,DLG,2805,,1133992959,
13209,1699,1,DNA,13/03/2012,,DLG,2849,,424193791,
13210,1702,1,DNA,13/03/2012,,DLG,536,,-1186941441,
13211,1705,0,DNA,13/03/2012,,DLG,668,,-1506500353,
13212,1709,1,DNA,13/03/2012,,DLG,650,,-389750785,
13228,1804,1,DNA,13/03/2012,,DLG,646,,996110335,
13214,1717,0,DNA,13/03/2012,,DLG,586,,-2055579137,
13227,1804,1,DNA,13/03/2012,,DLG,2803,,-1189711617,
13216,1729,1,DNA,13/03/2012,,DLG,686,,23831551,
13217,1740,0,DNA,13/03/2012,,DLG,671,,1793840895,
13218,1750,1,DNA,13/03/2012,,DLG,657,,-1560855041,
13219,1757,0,DNA,13/03/2012,,DLG,603,,-852424449,
13220,1763,0,DNA,13/03/2012,,DLG,602,,1198499839,
13221,1765,0,DNA,13/03/2012,,DLG,682,,-1645229313,
13222,1772,0,DNA,13/03/2012,,DLG,680,,985358847,
13223,1778,0,DNA,13/03/2012,,DLG,533,,-1284203265,
13224,1781,0,DNA,13/03/2012,,DLG,623,,-873141249,
13225,1798,0,DNA,13/03/2012,,DLG,561,,-1435500801,
13255,3020,1,DNA,13/03/2012,,DLG,2804,,-664650497,
13213,1716,0,DNA,13/03/2012,,DLG,558,,-1261427969,
13295,3518,0,DNA,13/03/2012,,DLG,612,,-516045569,
13253,3018,0,DNA,13/03/2012,,DLG,608,,-862426369,
13283,3507,0,DNA,13/03/2012,,DLG,578,,-900183809,
13284,3508,0,DNA,13/03/2012,,DLG,581,,-50731009,
13285,3509,0,DNA,13/03/2012,,DLG,579,,1985022719,
13286,3510,0,DNA,13/03/2012,,DLG,592,,-963141121,
13287,3511,1,DNA,13/03/2012,,DLG,574,,-790635265,
13288,3512,0,DNA,13/03/2012,,DLG,587,,817048575,
13289,3513,0,DNA,13/03/2012,,DLG,580,,1161117439,
13290,3514,0,DNA,13/03/2012,,DLG,2841,,1538983423,
13291,3514,0,DNA,13/03/2012,,DLG,599,,1275441407,
13292,3515,1,DNA,13/03/2012,,DLG,582,,1334947839,
13281,3505,0,DNA,13/03/2012,,DLG,570,,-64416001,
13294,3517,0,DNA,13/03/2012,,DLG,613,,1462610431,
13280,3504,1,DNA,13/03/2012,,DLG,565,,872539135,
13296,3519,1,DNA,13/03/2012,,DLG,618,,960066559,
13297,3520,0,DNA,13/03/2012,,DLG,616,,-20814081,
13298,3521,1,DNA,13/03/2012,,DLG,615,,900959743,
13299,3522,0,DNA,13/03/2012,,DLG,545,,708581631,
13300,3525,1,DNA,13/03/2012,,DLG,546,,-259098625,
13301,3530,1,DNA,13/03/2012,,DLG,549,,1641241343,
13302,3564,1,DNA,13/03/2012,,DLG,617,,-1320111617,
13303,3565,1,DNA,13/03/2012,,DLG,645,,150252799,
13304,3566,0,DNA,13/03/2012,,DLG,644,,-1615545345,
13305,3567,0,DNA,13/03/2012,,DLG,610,,-1301246209,
13306,3568,0,DNA,13/03/2012,,DLG,640,,-448195073,
13293,3516,0,DNA,13/03/2012,,DLG,625,,2007610111,
13268,3463,1,DNA,13/03/2012,,DLG,629,,-696690689,
13200,1577,1,DNA,13/03/2012,,DLG,591,,1213731839,
13256,3020,1,DNA,13/03/2012,,DLG,685,,-1683223553,
13257,3021,1,DNA,13/03/2012,,DLG,2850,,2143985407,
13258,3024,1,DNA,13/03/2012,,DLG,2809,,964355583,
13259,3085,0,DNA,13/03/2012,,DLG,606,,172364031,
13260,3087,1,DNA,13/03/2012,,DLG,596,,240160767,
13261,3091,0,DNA,13/03/2012,,DLG,2807,,1324159743,
13262,3447,1,DNA,13/03/2012,,DLG,626,,-1763472897,
13263,3453,0,DNA,13/03/2012,,DLG,2843,,-778296065,
13264,3456,1,DNA,13/03/2012,,DLG,2808,,1503548415,
13265,3457,1,DNA,13/03/2012,,DLG,601,,-921450753,
13282,3506,0,DNA,13/03/2012,,DLG,584,,1950318079,
13267,3460,1,DNA,13/03/2012,,DLG,495,,1444444415,
13254,3018,0,DNA,13/03/2012,,DLG,655,,-1723760129,
13269,3463,1,DNA,13/03/2012,,DLG,497,,1938995967,
13270,3487,0,DNA,13/03/2012,,DLG,539,,831689215,
13271,3488,0,DNA,13/03/2012,,DLG,604,,1739525375,
13272,3488,0,DNA,13/03/2012,,DLG,532,,-452617217,
13273,3489,1,DNA,13/03/2012,,DLG,503,,-1107431681,
13274,3492,1,DNA,13/03/2012,,DLG,656,,807466495,
13275,3498,0,DNA,13/03/2012,,DLG,557,,311681279,
13276,3499,0,DNA,13/03/2012,,DLG,567,,816259071,
13277,3501,0,DNA,13/03/2012,,DLG,571,,908681983,
13278,3502,0,DNA,13/03/2012,,DLG,564,,-160523777,
13279,3503,0,DNA,13/03/2012,,DLG,573,,1933243647,
13266,3459,1,DNA,13/03/2012,,DLG,664,,1413443071,
13134,3016,0,DNA,08/03/2012,,DLG,421,,-1915024897,
13122,3003,0,DNA,08/03/2012,,DLG,405,,-928850433,
13123,3004,0,DNA,08/03/2012,,DLG,398,,313403647,
13124,3005,1,DNA,08/03/2012,,DLG,390,,1400391679,
13125,3006,0,DNA,08/03/2012,,DLG,415,,-464131329,
13126,3008,1,DNA,08/03/2012,,DLG,355,,671678975,
13127,3009,0,DNA,08/03/2012,,DLG,338,,-1442071297,
13128,3010,0,DNA,08/03/2012,,DLG,335,,-1397781505,
13129,3011,1,DNA,08/03/2012,,DLG,353,,-1161814273,
13130,3012,0,DNA,08/03/2012,,DLG,427,,1050306047,
13131,3013,1,DNA,08/03/2012,,DLG,429,,-655912705,
13202,1606,1,DNA,13/03/2012,,DLG,2806,,784805375,
13133,3015,1,DNA,08/03/2012,,DLG,430,,781882111,
13119,3000,1,DNA,08/03/2012,,DLG,455,,1201329407,
13135,3017,0,DNA,08/03/2012,,DLG,344,,716547327,
13136,3018,0,DNA,08/03/2012,,DLG,432,,-1806576641,
13137,3019,1,DNA,08/03/2012,,DLG,439,,1190741759,
13138,3020,1,DNA,08/03/2012,,DLG,442,,1351544319,
13139,3021,1,DNA,08/03/2012,,DLG,445,,-14026497,
13140,3022,0,DNA,08/03/2012,,DLG,452,,21288959,
13141,3024,1,DNA,08/03/2012,,DLG,420,,-2127545601,
13142,3086,0,DNA,08/03/2012,,DLG,438,,1589252607,
13143,3087,1,DNA,08/03/2012,,DLG,459,,-566719233,
13144,3088,1,DNA,08/03/2012,,DLG,458,,-2023154689,
13145,3089,1,DNA,08/03/2012,,DLG,460,,-992776449,
13132,3014,1,DNA,08/03/2012,,DLG,431,,141299711,
13108,2981,0,DNA,08/03/2012,,DLG,324,,-2000701441,
5876,29,1,DNA,29/06/1996,,,,Blood,1583992575,
13096,2967,1,DNA,08/03/2012,,DLG,300,,-1573360641,
13097,2968,0,DNA,08/03/2012,,DLG,303,,-1784316161,
13098,2969,1,DNA,08/03/2012,,DLG,308,,2070562303,
13099,2970,0,DNA,08/03/2012,,DLG,305,,-1174933249,
13100,2971,0,DNA,08/03/2012,,DLG,309,,-1631916033,
13101,2972,1,DNA,08/03/2012,,DLG,314,,-1087507713,
13102,2973,1,DNA,08/03/2012,,DLG,295,,-509548033,
13103,2974,1,DNA,08/03/2012,,DLG,312,,518259967,
13104,2975,0,DNA,08/03/2012,,DLG,310,,-381242369,
13105,2976,1,DNA,08/03/2012,,DLG,294,,-1281710337,
13121,3002,0,DNA,08/03/2012,,DLG,395,,1720186623,
13107,2980,1,DNA,08/03/2012,,DLG,317,,1607883007,
13120,3001,1,DNA,08/03/2012,,DLG,454,,-1906162689,
13109,2982,0,DNA,08/03/2012,,DLG,321,,-297821441,
13110,2983,0,DNA,08/03/2012,,DLG,322,,218886655,
13111,2984,0,DNA,08/03/2012,,DLG,320,,-222106369,
13112,2986,0,DNA,08/03/2012,,DLG,363,,-347472897,
13113,2987,0,DNA,08/03/2012,,DLG,362,,-1263481089,
13114,2988,1,DNA,08/03/2012,,DLG,368,,797464063,
13115,2989,0,DNA,08/03/2012,,DLG,358,,1776140543,
13116,2990,1,DNA,08/03/2012,,DLG,440,,709459967,
13117,2990,1,DNA,08/03/2012,,DLG,374,,1254245119,
13118,2991,1,DNA,08/03/2012,,DLG,371,,-1272710657,
13148,3092,0,DNA,08/03/2012,,DLG,456,,706912255,
13106,2978,0,DNA,08/03/2012,,DLG,306,,-936718849,
13188,1501,0,DNA,13/03/2012,,DLG,627,,1193445375,
13146,3090,0,DNA,08/03/2012,,DLG,444,,1369470463,
13176,1029,1,DNA,13/03/2012,,DLG,658,,1289239551,
13177,1043,0,DNA,13/03/2012,,DLG,611,,-1727656193,
13178,1187,1,DNA,13/03/2012,,DLG,672,,1737004543,
13179,1200,0,DNA,13/03/2012,,DLG,683,,316473599,
13180,1346,0,DNA,13/03/2012,,DLG,670,,1011597311,
13181,1384,0,DNA,13/03/2012,,DLG,633,,-306478337,
13182,1412,1,DNA,13/03/2012,,DLG,619,,1077426687,
13183,1419,0,DNA,13/03/2012,,DLG,659,,1147016447,
13184,1429,0,DNA,13/03/2012,,DLG,642,,-1256684545,
13185,1491,0,DNA,13/03/2012,,DLG,651,,-1687865601,
13174,912,0,DNA,13/03/2012,,DLG,669,,-1019727361,
13187,1499,1,DNA,13/03/2012,,DLG,639,,-797611777,
13173,911,1,DNA,13/03/2012,,DLG,538,,590404351,
13189,1504,1,DNA,13/03/2012,,DLG,2844,,-2108216577,
13190,1504,1,DNA,13/03/2012,,DLG,598,,-486194689,
13191,1509,1,DNA,13/03/2012,,DLG,2802,,-1172898561,
13192,1523,1,DNA,13/03/2012,,DLG,605,,-1181889537,
13193,1532,0,DNA,13/03/2012,,DLG,662,,-584753409,
13194,1536,0,DNA,13/03/2012,,DLG,566,,-60119553,
13195,1542,1,DNA,13/03/2012,,DLG,2811,,813093119,
13196,1543,1,DNA,13/03/2012,,DLG,2853,,1321095167,
13197,1543,1,DNA,13/03/2012,,DLG,496,,1956893439,
13198,1553,1,DNA,13/03/2012,,DLG,684,,1891584511,
13199,1558,0,DNA,13/03/2012,,DLG,2845,,1661527295,
13186,1495,1,DNA,13/03/2012,,DLG,530,,789257727,
13161,3454,1,DNA,08/03/2012,,DLG,483,,803913471,
13094,2965,1,DNA,08/03/2012,,DLG,291,,885187071,
13149,3093,1,DNA,08/03/2012,,DLG,451,,-1749622017,
13150,3094,0,DNA,08/03/2012,,DLG,449,,-406447617,
13151,3095,0,DNA,08/03/2012,,DLG,450,,1563718911,
13152,3444,0,DNA,08/03/2012,,DLG,476,,1008034815,
13153,3445,1,DNA,08/03/2012,,DLG,465,,-1846634753,
13154,3446,0,DNA,08/03/2012,,DLG,469,,-1460732417,
13155,3447,1,DNA,08/03/2012,,DLG,464,,1246349567,
13156,3448,1,DNA,08/03/2012,,DLG,466,,589654015,
13157,3449,0,DNA,08/03/2012,,DLG,472,,298748671,
13158,3451,0,DNA,08/03/2012,,DLG,468,,-903929345,
13175,984,0,DNA,13/03/2012,,DLG,2799,,-784454401,
13160,3453,0,DNA,08/03/2012,,DLG,471,,1551281151,
