RowRef,BirdID,Sex,SexingMethod,SexingDate,Lane,Observer,BloodID,EstimateSource,MergeRef,MergeStatus
11208,5233,0,DNA,01/10/2008,,,,Blood,1990766591,
11225,5249,1,DNA,01/10/2008,,,,Blood,-488045825,
11210,5235,1,DNA,01/10/2008,,,,Blood,251439615,
11197,5224,0,DNA,01/10/2008,,,,Blood,898897663,
11212,5237,1,DNA,01/10/2008,,,,Blood,-947883009,
11213,5274,0,DNA,31/07/2008,,,,Blood,804087551,
11214,5238,0,DNA,01/10/2008,,,,Blood,238194175,
11215,5239,1,DNA,01/10/2008,,,,Blood,1556027647,
11216,5240,1,DNA,01/10/2008,,,,Blood,621115391,
11217,5241,0,DNA,01/10/2008,,,,Blood,1617844991,
11218,5242,0,DNA,01/10/2008,,,,Blood,-511725057,
11219,5243,0,DNA,01/10/2008,,,,Blood,-194532097,
11220,5244,1,DNA,01/10/2008,,,,Blood,1767619583,
11221,5245,0,DNA,01/10/2008,,,,Blood,-1317302529,
11222,5246,0,DNA,01/10/2008,,,,Blood,-735570433,
11209,5234,0,DNA,01/10/2008,,,,Blood,509915903,
11570,3661,1,DNA,15/11/2006,,KW,,Blood,794007551,
11558,3683,1,DNA,15/11/2006,,KW,,Blood,-1519760385,
11559,3663,0,DNA,15/11/2006,,KW,,Blood,730849023,
11560,3664,1,DNA,15/11/2006,,KW,,Blood,-617929217,
11561,3671,1,DNA,15/11/2006,,KW,,Blood,909463807,
11562,3673,1,DNA,15/11/2006,,KW,,Blood,1468190719,
11563,3576,1,DNA,15/11/2006,,KW,,Blood,206983935,
11564,2865,1,DNA,15/11/2006,,KW,,Blood,-1817720321,
11565,3674,1,DNA,15/11/2006,,KW,,Blood,1011836159,
11566,3672,1,DNA,15/11/2006,,KW,,Blood,-159083521,
11567,3680,1,DNA,15/11/2006,,KW,,Blood,1533085439,
11530,3602,1,DNA,08/11/2006,,KW,,Blood,-1343115265,
11569,3667,1,DNA,15/11/2006,,KW,,Blood,-590366465,
11555,3678,1,DNA,15/11/2006,,KW,,Blood,1710861055,
11571,3662,1,DNA,15/11/2006,,KW,,Blood,-1576797441,
11572,3668,1,DNA,15/11/2006,,KW,,Blood,-79769089,
11573,3654,1,DNA,16/11/2006,,KW,,Blood,195710207,
11574,3655,0,DNA,16/11/2006,,KW,,Blood,-166470657,
11575,3693,1,DNA,16/11/2006,,KW,,Blood,-1814876417,
11576,3681,1,DNA,16/11/2006,,KW,,Blood,-1818151425,
11577,3665,0,DNA,16/11/2006,,KW,,Blood,957554943,
11578,3666,1,DNA,16/11/2006,,KW,,Blood,-903258113,
11579,3656,1,DNA,16/11/2006,,KW,,Blood,1117954815,
11580,3616,1,DNA,16/11/2006,,KW,,Blood,1174591999,
11581,3514,0,DNA,16/11/2006,,KW,,Blood,629028095,
11568,3679,0,DNA,15/11/2006,,KW,,Blood,1649913343,
11544,3020,1,DNA,08/11/2006,,KW,,Blood,-1834412545,
11356,5408,0,DNA,01/11/2009,,MV,,Blood,-1418165249,
11532,3604,1,DNA,08/11/2006,,KW,,Blood,-1165121025,
11533,3601,1,DNA,08/11/2006,,KW,,Blood,924697855,
11534,3605,1,DNA,08/11/2006,,KW,,Blood,-1214680065,
11535,3684,1,DNA,01/01/2006,,,,Blood,60974847,
11536,3669,0,DNA,08/11/2006,,KW,,Blood,-1491890689,
11537,3685,0,DNA,08/11/2006,,KW,,Blood,1444681983,
11538,3686,1,DNA,08/11/2006,,KW,,Blood,-319916033,
11539,984,1,DNA,08/11/2006,,KW,,Blood,-323790081,
11540,3687,1,DNA,08/11/2006,,KW,,Blood,-1867468289,
11541,3615,1,DNA,08/11/2006,,KW,,Blood,-355160833,
11557,3682,1,DNA,15/11/2006,,KW,,Blood,-1093829377,
11543,1804,1,DNA,08/11/2006,,KW,,Blood,-1555001601,
11556,3676,1,DNA,15/11/2006,,KW,,Blood,-501366273,
11545,1665,0,DNA,08/11/2006,,KW,,Blood,-1283751681,
11546,1606,1,DNA,08/11/2006,,KW,,Blood,-193970177,
11547,3091,1,DNA,08/11/2006,,KW,,Blood,-145882369,
11548,3456,1,DNA,08/11/2006,,KW,,Blood,-1920943617,
11549,3024,1,DNA,15/11/2006,,KW,,Blood,512005375,
11550,1603,1,DNA,15/11/2006,,KW,,Blood,-526056449,
11551,1542,1,DNA,15/11/2006,,KW,,Blood,-356534529,
11552,3677,1,DNA,15/11/2006,,KW,,Blood,-889479681,
11553,1623,1,DNA,15/11/2006,,KW,,Blood,1587800319,
11554,3670,1,DNA,15/11/2006,,KW,,Blood,1989609471,
11584,1504,1,DNA,16/11/2006,,KW,,Blood,-1238909441,
11542,1509,1,DNA,08/11/2006,,KW,,Blood,2048179199,
11624,3624,1,DNA,21/11/2006,,KW,,Blood,-1229232641,
11582,1821,0,DNA,16/11/2006,,KW,,Blood,976757759,
11612,3621,1,DNA,21/11/2006,,KW,,Blood,-749405697,
11613,3620,1,DNA,21/11/2006,,KW,,Blood,-301476609,
11614,786,1,DNA,21/11/2006,,KW,,Blood,-1894038529,
11615,3622,1,DNA,21/11/2006,,KW,,Blood,-2007173377,
11616,3631,1,DNA,21/11/2006,,KW,,Blood,-148644353,
11617,1810,0,DNA,21/11/2006,,KW,,Blood,-886363905,
11618,3625,1,DNA,21/11/2006,,KW,,Blood,1577142271,
11619,1629,1,DNA,21/11/2006,,KW,,Blood,683338495,
11620,3626,0,DNA,21/11/2006,,KW,,Blood,786039295,
11621,3627,1,DNA,21/11/2006,,KW,,Blood,429440255,
11610,3630,1,DNA,21/11/2006,,KW,,Blood,-500006913,
11623,3,0,DNA,21/11/2006,,KW,,Blood,-290119937,
11609,3675,1,DNA,21/11/2006,,KW,,Blood,322617599,
11625,3657,1,DNA,21/11/2006,,KW,,Blood,881103103,
11626,2907,0,DNA,21/11/2006,,KW,,Blood,-1449848833,
11627,3658,1,DNA,21/11/2006,,KW,,Blood,790598399,
11628,288,1,DNA,23/11/2006,,KW,,Blood,-531887617,
11629,3659,1,DNA,23/11/2006,,KW,,Blood,929211647,
11630,1869,1,DNA,23/11/2006,,KW,,Blood,1649071103,
11631,1759,1,DNA,23/11/2006,,KW,,Blood,17712895,
11632,1429,0,DNA,23/11/2006,,KW,,Blood,-1236275713,
11633,3460,1,DNA,23/11/2006,,KW,,Blood,300349695,
11634,3619,1,DNA,23/11/2006,,KW,,Blood,-49424385,
11635,1777,1,DNA,23/11/2006,,KW,,Blood,-237683969,
11622,3628,1,DNA,21/11/2006,,KW,,Blood,-771191809,
11597,3632,0,DNA,16/11/2006,,KW,,Blood,-1357839105,
11529,3608,1,DNA,08/11/2006,,KW,,Blood,-1411010305,
11585,1558,0,DNA,16/11/2006,,KW,,Blood,-174094081,
11586,3617,1,DNA,07/11/2007,,KH,,Blood,-1474025473,
11587,3010,0,DNA,07/11/2007,,KH,,Blood,-304985345,
11588,609,1,DNA,07/11/2007,,KH,,Blood,-183246337,
11589,1699,1,DNA,07/11/2007,,KH,,Blood,-2039800577,
11590,3021,1,DNA,07/11/2007,,KH,,Blood,1292987391,
11591,221,1,DNA,07/11/2007,,KH,,Blood,958037759,
11592,3618,1,DNA,07/11/2007,,KH,,Blood,-1525987841,
11593,1543,1,DNA,07/11/2007,,KH,,Blood,18149631,
11594,3552,1,DNA,07/11/2007,,KH,,Blood,2103701503,
11611,3629,1,DNA,21/11/2006,,KW,,Blood,117916415,
11596,1641,1,DNA,16/11/2006,,KW,,Blood,1569843711,
11583,3453,0,DNA,16/11/2006,,KW,,Blood,-1836689665,
11598,3555,1,DNA,16/11/2006,,KW,,Blood,750760959,
11599,3633,1,DNA,16/11/2006,,KW,,Blood,221226751,
11600,3559,1,DNA,16/11/2006,,KW,,Blood,1332465151,
11601,3639,1,DNA,16/11/2006,,KW,,Blood,236148991,
11602,3635,1,DNA,16/11/2006,,KW,,Blood,-1308051457,
11603,3634,0,DNA,16/11/2006,,KW,,Blood,-698049793,
11604,3557,1,DNA,16/11/2006,,KW,,Blood,681374207,
11605,3636,1,DNA,21/11/2006,,KW,,Blood,605023487,
11606,3638,1,DNA,21/11/2006,,KW,,Blood,-882705409,
11607,3637,0,DNA,21/11/2006,,KW,,Blood,-1201287425,
11608,3623,1,DNA,21/11/2006,,KW,,Blood,946427391,
11595,1792,1,DNA,16/11/2006,,KW,,Blood,120779519,
11463,1832,0,DNA,06/10/2009,,MV,,Blood,-481296641,
11385,5465,0,DNA,01/11/2009,,MV,,Blood,-609213697,
11386,5466,0,DNA,01/11/2009,,MV,,Blood,-1864738305,
11453,335,1,DNA,06/10/2009,,MV,,Blood,49788159,
11454,1636,1,DNA,20/10/2008,,DR,,Blood,1741399039,
11455,1641,0,DNA,20/10/2008,,DR,,Blood,-1211377921,
11456,1669,0,DNA,06/10/2009,,MV,,Blood,1012350463,
11457,1669,0,DNA,21/10/2008,,DR,,Blood,-2129590017,
11458,1678,0,DNA,17/10/2008,,DR,,Blood,-1412454401,
11459,1678,0,DNA,16/01/2009,,DR,,Blood,-254817537,
11460,1750,0,DNA,03/01/2009,,DR,,Blood,-1038392833,
11531,3600,0,DNA,08/11/2006,,KW,,Blood,-695618817,
11462,1808,1,DNA,06/10/2009,,MV,,Blood,-1907037185,
11382,5462,1,DNA,01/11/2009,,MV,,Blood,-1767852545,
11464,1896,1,DNA,06/10/2009,,MV,,Blood,1550501375,
11465,3447,1,DNA,06/10/2009,,MV,,Blood,-1191808769,
11466,3447,1,DNA,06/10/2009,,MV,,Blood,-1145081857,
11467,3456,0,DNA,15/10/2008,,DR,,Blood,438334207,
11468,3491,1,DNA,16/01/2009,,DR,,Blood,-1161205249,
11469,3501,0,DNA,06/10/2009,,MV,,Blood,-714439425,
11470,3502,0,DNA,06/10/2009,,MV,,Blood,-5032961,
11471,3506,0,DNA,06/10/2009,,MV,,Blood,-1034606849,
11472,3508,0,DNA,06/10/2009,,MV,,Blood,-1510257153,
11473,3509,0,DNA,06/10/2009,,MV,,Blood,-1469785857,
11474,3510,0,DNA,06/10/2009,,MV,,Blood,152319999,
11461,1765,0,DNA,15/10/2008,,DR,,Blood,-1655399169,
11371,5451,0,DNA,01/11/2009,,MV,,Blood,686351615,
12359,5565,0,DNA,01/05/2011,,MV,4660,,1930830893,
11359,5411,0,DNA,01/11/2009,,MV,,Blood,1414883583,
11360,5412,0,DNA,01/11/2009,,MV,,Blood,998410239,
11361,5413,1,DNA,01/11/2009,,MV,,Blood,624372479,
11362,5414,0,DNA,01/11/2009,,MV,,Blood,2053456383,
11363,5415,1,DNA,01/11/2009,,MV,,Blood,1945566463,
11364,5416,0,DNA,01/11/2009,,MV,,Blood,200133631,
11365,5417,1,DNA,01/11/2009,,MV,,Blood,1711628031,
11366,5418,1,DNA,01/11/2009,,MV,,Blood,-506812929,
11367,5447,1,DNA,01/11/2009,,MV,,Blood,5689599,
11368,5448,0,DNA,01/11/2009,,MV,,Blood,1595822079,
11384,5464,0,DNA,01/11/2009,,MV,,Blood,-1322983425,
11370,5450,0,DNA,01/11/2009,,MV,,Blood,69159423,
11383,5463,1,DNA,01/11/2009,,MV,,Blood,-1911250689,
11372,5452,0,DNA,01/11/2009,,MV,,Blood,1991775231,
11373,5453,1,DNA,01/11/2009,,MV,,Blood,147228415,
11374,5454,0,DNA,01/11/2009,,MV,,Blood,-802738689,
11375,5455,0,DNA,01/11/2009,,MV,,Blood,828455167,
11376,5456,1,DNA,01/11/2009,,MV,,Blood,1470044159,
11377,5457,0,DNA,01/11/2009,,MV,,Blood,-1222542593,
11378,5458,0,DNA,01/11/2009,,MV,,Blood,300306943,
11379,5459,0,DNA,01/11/2009,,MV,,Blood,-978072321,
11380,5460,1,DNA,01/11/2009,,MV,,Blood,-839427073,
11381,5461,0,DNA,01/11/2009,,MV,,Blood,-97997057,
11477,3521,1,DNA,06/10/2009,,MV,,Blood,-270963457,
11369,5449,0,DNA,01/11/2009,,MV,,Blood,-1014770945,
11517,5230,0,DNA,25/01/2009,,DR,,Blood,823850239,
11475,3512,0,DNA,06/10/2009,,MV,,Blood,1598167807,
11505,3641,0,DNA,06/10/2009,,MV,,Blood,1375238399,
11506,3641,1,DNA,16/01/2009,,DR,,Blood,1658411007,
11507,3699,0,DNA,06/10/2009,,MV,,Blood,1316141823,
11508,4256,1,DNA,16/10/2008,,DR,,Blood,552767999,
11509,4863,0,DNA,09/02/2009,,DR,,Blood,428805375,
11510,5080,1,DNA,21/10/2008,,DR,,Blood,1332059135,
11511,5160,0,DNA,06/10/2009,,MV,,Blood,-19009793,
11512,5160,0,DNA,06/10/2009,,MV,,Blood,-310315521,
11513,5160,0,DNA,06/10/2009,,MV,,Blood,1517543679,
11514,5160,1,DNA,03/01/2009,,DR,,Blood,-653844481,
11503,3626,1,DNA,16/10/2008,,DR,,Blood,502515455,
11516,5230,0,DNA,29/01/2009,,DR,,Blood,-506553857,
11502,3616,0,DNA,17/10/2008,,DR,,Blood,1744720895,
11518,5256,0,DNA,06/10/2009,,MV,,Blood,2053235711,
11519,1611,1,DNA,07/11/2006,,KW,,Blood,-1459022081,
11520,1765,1,DNA,07/11/2006,,KW,,Blood,-308314625,
11521,1200,0,DNA,07/11/2006,,KW,,Blood,-566736641,
11522,1553,1,DNA,07/11/2006,,KW,,Blood,1096411135,
11523,3611,0,DNA,07/11/2006,,KW,,Blood,691079935,
11524,3020,1,DNA,07/11/2006,,KW,,Blood,771203583,
11525,1729,1,DNA,07/11/2006,,KW,,Blood,448781567,
11526,3613,0,DNA,08/11/2006,,KW,,Blood,-753718273,
11527,3614,1,DNA,08/11/2006,,KW,,Blood,-569032961,
11528,3612,1,DNA,07/11/2006,,KW,,Blood,286983679,
11515,5175,0,DNA,06/10/2009,,MV,,Blood,-1123458305,
11490,3580,0,DNA,06/10/2009,,MV,,Blood,-2140354561,
11357,5409,1,DNA,01/11/2009,,MV,,Blood,944060159,
11478,3531,1,DNA,22/10/2008,,DR,,Blood,1845918719,
11479,3550,1,DNA,20/10/2008,,DR,,Blood,-1099215105,
11480,3563,0,DNA,17/10/2008,,DR,,Blood,1546180095,
11481,3565,1,DNA,06/10/2009,,MV,,Blood,100417791,
11482,3568,0,DNA,06/10/2009,,MV,,Blood,-269615105,
11483,3569,0,DNA,06/10/2009,,MV,,Blood,735363839,
11484,3569,1,DNA,17/10/2008,,DR,,Blood,2062318079,
11485,3571,0,DNA,06/10/2009,,MV,,Blood,-1254009601,
11486,3573,1,DNA,06/10/2009,,MV,,Blood,-9518081,
11487,3575,1,DNA,06/10/2009,,MV,,Blood,-446531841,
11504,3630,0,DNA,16/10/2008,,DR,,Blood,-710971905,
11489,3579,0,DNA,06/10/2009,,MV,,Blood,1281140991,
11476,3513,0,DNA,06/10/2009,,MV,,Blood,-469470721,
11491,3592,0,DNA,06/10/2009,,MV,,Blood,-814191873,
11492,3593,1,DNA,06/10/2009,,MV,,Blood,279020031,
11493,3595,0,DNA,06/10/2009,,MV,,Blood,-230540033,
11494,3597,0,DNA,06/10/2009,,MV,,Blood,-838071297,
11495,3598,0,DNA,06/10/2009,,MV,,Blood,1756012287,
11496,3599,1,DNA,06/10/2009,,MV,,Blood,-19208705,
11497,3603,0,DNA,06/10/2009,,MV,,Blood,975573247,
11498,3604,0,DNA,06/10/2009,,MV,,Blood,-21983233,
11499,3606,0,DNA,06/10/2009,,MV,,Blood,-36891905,
11500,3606,0,DNA,06/10/2009,,MV,,Blood,172198399,
11501,3606,1,DNA,17/10/2008,,DR,,Blood,-142859009,
11488,3577,1,DNA,06/10/2009,,MV,,Blood,-703373825,
5593,1746,0,DNA,13/09/2002,,,,Blood,-1595549185,
14920,542,0,DNA,13/06/2013,18,MV,2117,,194389247,
5583,454,0,DNA,12/09/2002,,,,Blood,-1610704897,
5584,1696,1,DNA,12/09/2002,,,,Blood,-1140655361,
5585,1697,0,DNA,12/09/2002,,,,Blood,1765921279,
5586,1390,0,DNA,12/09/2002,,,,Blood,-1918808833,
5587,1504,1,DNA,12/09/2002,,,,Blood,204397567,
5588,1552,0,DNA,12/09/2002,,,,Blood,2105683711,
5589,1698,1,DNA,12/09/2002,,,,Blood,1385444863,
5590,1699,1,DNA,12/09/2002,,,,Blood,-2009456385,
15192,6010,1,DNA,13/01/2014,3,MV,5598,,-236619265,
5592,1745,1,DNA,13/09/2002,,,,Blood,-486432001,
15193,6011,1,DNA,13/01/2014,4,MV,5605,,1951814911,
5594,1747,1,DNA,16/09/2002,,,,Blood,1624585471,
5595,1748,1,DNA,17/09/2002,,,,Blood,-1540152321,
5596,1749,1,DNA,17/09/2002,,,,Blood,9787135,
5597,1750,1,DNA,17/09/2002,,,,Blood,1744485887,
5598,1751,1,DNA,17/09/2002,,,,Blood,-333018881,
5599,1752,1,DNA,18/09/2002,,,,Blood,-1601230849,
5600,1553,1,DNA,18/09/2002,,,,Blood,1888570111,
5601,1244,0,DNA,18/09/2002,,,,Blood,685171199,
5602,1753,0,DNA,19/09/2002,,,,Blood,-1222501121,
5591,1744,1,DNA,13/09/2002,,,,Blood,951345151,
15203,6021,0,DNA,13/01/2014,14,MV,5636,,327655167,
15214,6031,1,DNA,13/01/2014,25,MV,5667,,1898600447,
15213,6030,1,DNA,13/01/2014,24,MV,5666,,-1814202113,
15212,6034,0,DNA,13/01/2014,23,MV,5674,,-1951896065,
15211,6028,0,DNA,13/01/2014,22,MV,5664,,1206961919,
15210,6029,1,DNA,13/01/2014,21,MV,5665,,-973122561,
15209,6027,1,DNA,13/01/2014,20,MV,5663,,1590764799,
15208,6026,1,DNA,13/01/2014,19,MV,5645,,-1636005377,
15207,6025,1,DNA,13/01/2014,18,MV,5643,,498733823,
15206,6024,1,DNA,13/01/2014,17,MV,5642,,-178155521,
15191,6009,0,DNA,13/01/2014,2,MV,5593,,1434567423,
15204,6022,0,DNA,13/01/2014,15,MV,5637,,-1304173057,
5605,1508,0,DNA,19/09/2002,,,,Blood,-172079617,
15202,6019,1,DNA,13/01/2014,13,MV,5634,,-697496577,
15201,6020,0,DNA,13/01/2014,12,MV,5635,,1266105599,
15200,6018,1,DNA,13/01/2014,11,MV,5632,,-734363137,
15199,6016,1,DNA,13/01/2014,10,MV,5625,,172321535,
15198,6017,1,DNA,13/01/2014,9,MV,5626,,1132316671,
15197,6015,0,DNA,13/01/2014,8,MV,5623,,1375840511,
15196,6014,1,DNA,13/01/2014,7,MV,5622,,1255955967,
15195,6013,0,DNA,13/01/2014,6,MV,5615,,622819071,
15194,6012,1,DNA,13/01/2014,5,MV,5606,,1445970943,
15205,6023,0,DNA,13/01/2014,16,MV,5640,,65736959,
5640,549,1,DNA,24/07/1994,,,,Blood,29266687,
5629,673,1,DNA,24/07/1994,,,,Blood,745987583,
5630,675,0,DNA,24/07/1994,,,,Blood,926034175,
5631,676,1,DNA,24/07/1994,,,,Blood,-169064449,
5632,678,0,DNA,24/07/1994,,,,Blood,-856036609,
5633,679,0,DNA,25/07/1994,,,,Blood,-31653377,
5634,598,0,DNA,09/07/1994,,,,Blood,2010103039,
5635,680,0,DNA,25/07/1994,,,,Blood,1399032831,
5636,681,1,DNA,25/07/1994,,,,Blood,-1767629057,
5637,31,0,DNA,25/07/1994,,,,Blood,988702207,
5603,1188,1,DNA,19/09/2002,,,,Blood,1458334719,
5639,548,0,DNA,24/07/1994,,,,Blood,123736063,
5626,440,0,DNA,08/07/1994,,,,Blood,1725879551,
5641,550,1,DNA,24/07/1994,,,,Blood,-1536226817,
5642,552,0,DNA,24/07/1994,,,,Blood,922330367,
5643,42,1,DNA,09/07/1994,,,,Blood,2139476991,
5644,553,1,DNA,24/07/1994,,,,Blood,1432176383,
5645,555,1,DNA,24/07/1994,,,,Blood,-1251807745,
5646,556,1,DNA,24/07/1994,,,,Blood,548272383,
5647,558,0,DNA,24/07/1994,,,,Blood,-1397172225,
5648,559,1,DNA,24/07/1994,,,,Blood,1322531583,
5649,562,1,DNA,27/07/1994,,,,Blood,-2050092545,
5638,560,0,DNA,24/07/1994,,,,Blood,871076095,
5616,504,0,DNA,08/07/1994,,,,Blood,836999935,
15217,6033,1,DNA,13/01/2014,28,MV,5673,,-2096886529,
5606,1165,1,DNA,19/09/2002,,,,Blood,-1694764801,
5607,1755,1,DNA,19/09/2002,,,,Blood,196014079,
5608,1756,1,DNA,20/09/2002,,,,Blood,1213330175,
5609,495,1,DNA,08/07/1994,,,,Blood,-701175297,
5610,439,1,DNA,08/07/1994,,,,Blood,-1859648257,
5611,670,0,DNA,23/07/1994,,,,Blood,-1569016833,
5612,799,0,DNA,08/07/1994,,,,Blood,1476306687,
5613,436,1,DNA,08/07/1994,,,,Blood,1795083775,
5628,671,0,DNA,23/07/1994,,,,Blood,535557887,
5615,503,0,DNA,08/07/1994,,,,Blood,1647556607,
5627,597,1,DNA,08/07/1994,,,,Blood,1083589631,
5617,505,0,DNA,08/07/1994,,,,Blood,-769658369,
5618,506,1,DNA,08/07/1994,,,,Blood,-209261313,
5619,40,0,DNA,08/07/1994,,,,Blood,-117572609,
5620,496,0,DNA,08/07/1994,,,,Blood,1536478975,
5621,21,1,DNA,08/07/1994,,,,Blood,-891529729,
5622,509,1,DNA,08/07/1994,,,,Blood,-404635393,
5623,594,0,DNA,08/07/1994,,,,Blood,-1069711361,
5624,595,0,DNA,08/07/1994,,,,Blood,1491485439,
5625,29,1,DNA,08/07/1994,,,,Blood,431487487,
5604,1754,1,DNA,19/09/2002,,,,Blood,1200193279,
5614,501,1,DNA,08/07/1994,,,,Blood,-950380289,
5542,1718,1,DNA,23/08/2002,,,,Blood,-1160990465,
5531,1435,1,DNA,19/08/2002,,,,Blood,-1789074433,
5532,1713,1,DNA,19/08/2002,,,,Blood,68687615,
5533,1158,0,DNA,20/08/2002,,,,Blood,-663585281,
5534,1714,1,DNA,22/08/2002,,,,Blood,700401919,
5535,1684,1,DNA,22/08/2002,,,,Blood,985982975,
5536,1570,1,DNA,22/08/2002,,,,Blood,-1460663553,
5537,1715,0,DNA,22/08/2002,,,,Blood,1790616063,
5538,1569,1,DNA,23/08/2002,,,,Blood,813096191,
5539,1716,0,DNA,23/08/2002,,,,Blood,770583551,
5552,1623,1,DNA,29/08/2002,,,,Blood,-2060297473,
5541,1717,0,DNA,23/08/2002,,,,Blood,986580479,
5528,634,1,DNA,19/08/2002,,,,Blood,979919615,
5543,1719,1,DNA,23/08/2002,,,,Blood,-549670913,
5544,1720,1,DNA,25/08/2002,,,,Blood,883471103,
5545,1721,1,DNA,25/08/2002,,,,Blood,-600790529,
5546,1722,1,DNA,27/08/2002,,,,Blood,506774783,
5547,1723,1,DNA,29/08/2002,,,,Blood,508851199,
5548,1724,1,DNA,29/08/2002,,,,Blood,2071029503,
5549,1500,1,DNA,29/08/2002,,,,Blood,1000771071,
5550,1614,0,DNA,29/08/2002,,,,Blood,-1537009409,
15215,6032,1,DNA,13/01/2014,26,MV,5672,,-1484801281,
5540,1043,0,DNA,23/08/2002,,,,Blood,-108773633,
5518,1706,1,DNA,15/08/2002,,,,Blood,-1967163137,
5507,1681,1,DNA,03/08/2002,,,,Blood,-244904961,
5508,1682,1,DNA,07/08/2002,,,,Blood,714710783,
5509,1683,1,DNA,07/08/2002,,,,Blood,890103295,
5510,1700,0,DNA,07/08/2002,,,,Blood,596447487,
5511,1701,0,DNA,08/08/2002,,,,Blood,-1636069377,
5512,823,0,DNA,12/08/2002,,,,Blood,174854911,
5513,1268,1,DNA,12/08/2002,,,,Blood,543590911,
5514,1702,1,DNA,13/08/2002,,,,Blood,18031871,
5515,1703,0,DNA,13/08/2002,,,,Blood,1731810303,
5530,1712,0,DNA,19/08/2002,,,,Blood,829551871,
5517,1705,1,DNA,15/08/2002,,,,Blood,-961384961,
5529,1711,1,DNA,19/08/2002,,,,Blood,-1515087361,
5519,1577,1,DNA,15/08/2002,,,,Blood,-1803266049,
5520,1188,1,DNA,16/08/2002,,,,Blood,628210431,
5521,1707,0,DNA,16/08/2002,,,,Blood,1475711487,
5522,1893,0,DNA,16/08/2002,,,,Blood,1082526975,
5523,849,1,DNA,16/08/2002,,,,Blood,1988140031,
5524,1438,0,DNA,17/08/2002,,,,Blood,-1249054977,
5525,1708,1,DNA,17/08/2002,,,,Blood,1165227519,
5526,1709,1,DNA,17/08/2002,,,,Blood,-560275201,
5527,1710,1,DNA,19/08/2002,,,,Blood,-1466818561,
5553,1726,1,DNA,30/08/2002,,,,Blood,-2093764097,
5516,1704,0,DNA,13/08/2002,,,,Blood,-868038913,
15226,6045,1,DNA,13/01/2014,37,MV,5704,,1872946175,
5578,1666,1,DNA,11/09/2002,,,,Blood,-1058642689,
5579,1743,1,DNA,11/09/2002,,,,Blood,-2067819521,
5580,1020,1,DNA,11/09/2002,,,,Blood,1555039999,
5581,1247,0,DNA,11/09/2002,,,,Blood,1516940799,
5582,1695,1,DNA,12/09/2002,,,,Blood,9877759,
15232,6052,1,DNA,13/01/2014,45,MV,5749,,1276158463,
15231,6051,1,DNA,13/01/2014,44,MV,5730,,-260175105,
15230,6050,1,DNA,13/01/2014,43,MV,5728,,720037887,
15229,6049,1,DNA,13/01/2014,42,MV,5717,,744311039,
5551,1725,0,DNA,29/08/2002,,,,Blood,-568756225,
15227,6047,1,DNA,13/01/2014,40,MV,5714,,222697215,
5575,1742,1,DNA,11/09/2002,,,,Blood,-699543553,
15225,6046,1,DNA,13/01/2014,36,MV,5705,,279966975,
15224,6048,0,DNA,13/01/2014,35,MV,5716,,-1555588609,
15223,6042,1,DNA,13/01/2014,34,MV,5699,,590766847,
15222,6038,1,DNA,13/01/2014,33,MV,5693,,1660428287,
15221,6041,0,DNA,13/01/2014,32,MV,5695,,1215881471,
15220,6039,0,DNA,13/01/2014,31,MV,5694,,-366348801,
15219,6036,0,DNA,13/01/2014,30,MV,5683,,1006300927,
15218,6037,0,DNA,13/01/2014,29,MV,5684,,654744575,
5652,200,1,DNA,27/07/1994,,,,Blood,364343039,
15228,6043,1,DNA,13/01/2014,41,MV,5702,,-186089985,
5565,1218,0,DNA,04/09/2002,,,,Blood,-1186030081,
5554,1727,1,DNA,31/08/2002,,,,Blood,-548688641,
5555,1728,1,DNA,31/08/2002,,,,Blood,951041023,
5556,1729,1,DNA,01/09/2002,,,,Blood,-1820356865,
5557,1730,1,DNA,01/09/2002,,,,Blood,1042028031,
5558,1566,1,DNA,01/09/2002,,,,Blood,1025671423,
5559,1731,1,DNA,01/09/2002,,,,Blood,-1283768321,
5560,1732,1,DNA,02/09/2002,,,,Blood,-1506999553,
5561,1734,1,DNA,03/09/2002,,,,Blood,-1125926401,
5562,1735,0,DNA,03/09/2002,,,,Blood,-597977857,
5577,1510,0,DNA,11/09/2002,,,,Blood,-2134193665,
5564,1667,1,DNA,04/09/2002,,,,Blood,-280054017,
5576,1396,1,DNA,11/09/2002,,,,Blood,2079675135,
5566,1736,0,DNA,04/09/2002,,,,Blood,-1616189185,
5567,1737,1,DNA,04/09/2002,,,,Blood,-1887303681,
5568,774,0,DNA,04/09/2002,,,,Blood,-2026329345,
5569,1738,1,DNA,06/09/2002,,,,Blood,979419647,
5570,1739,1,DNA,10/09/2002,,,,Blood,-2113635073,
5571,1740,0,DNA,10/09/2002,,,,Blood,-138064897,
5572,930,0,DNA,10/09/2002,,,,Blood,1618927359,
5573,1485,1,DNA,10/09/2002,,,,Blood,-1201789441,
5574,1741,0,DNA,11/09/2002,,,,Blood,714887423,
15216,6035,0,DNA,13/01/2014,27,MV,5675,,-1983147521,
5563,1542,1,DNA,04/09/2002,,,,Blood,-1021312001,
14991,5934,1,DNA,17/10/2013,,MV,5525,,1951129855,
15002,5939,0,DNA,17/10/2013,,MV,5530,,-282091009,
15001,5345,1,DNA,17/10/2013,,MV,5536,,147393279,
15000,5946,0,DNA,17/10/2013,,MV,5544,,-1764628481,
